2;2500;50;50;true;true;true
708;10;2;834;1986;2298;1589
1986;10;3;708;2273;133;1573
2273;10;4;1986;246;527;1219
246;10;5;2273;1787;1500;460
1787;10;6;246;526;2098;2071
526;10;7;1787;469;1355;1138
469;10;8;526;603;891;255
603;10;9;469;788;1881;1690
788;10;10;603;1339;1958;1395
1339;10;11;788;1068;95;2291
1068;10;12;1339;581;85;305
581;10;13;1068;371;958;285
371;10;14;581;1181;1210;623
1181;10;15;371;2445;762;1380
2445;10;16;1181;1205;964;457
1205;10;17;2445;1310;749;1512
1310;10;18;1205;2082;452;1922
2082;10;19;1310;997;1591;1667
997;10;20;2082;202;984;704
202;10;21;997;975;1621;827
975;10;22;202;2004;1964;505
2004;10;23;975;859;699;2448
859;10;24;2004;507;1384;618
507;10;25;859;152;292;177
152;10;26;507;26;1900;2107
26;10;27;152;1635;342;934
1635;10;28;26;1892;1624;1821
1892;10;29;1635;1274;2319;1496
1274;10;30;1892;2108;1448;1713
2108;10;31;1274;1927;1939;482
1927;10;32;2108;980;498;223
980;10;33;1927;1446;1943;1856
1446;10;34;980;2429;1021;948
2429;10;35;1446;8;2074;187
8;10;36;2429;942;1622;2411
942;10;37;8;2440;2310;1803
2440;10;38;942;449;423;1570
449;10;39;2440;67;1112;1213
67;10;40;449;352;1935;1075
352;10;41;67;1741;1672;418
1741;10;42;352;181;1936;304
181;10;43;1741;1447;1247;1557
1447;10;44;181;789;499;347
789;10;45;1447;1782;690;1416
1782;10;46;789;386;2076;848
386;10;47;1782;1095;1333;176
1095;10;48;386;1567;2339;1132
1567;10;49;1095;0;1619;703
1871;11;0;0;101;1901;2335
101;11;1;1871;1589;834;357
1589;11;2;101;1573;708;1605
1573;11;3;1589;1219;1986;459
1219;11;4;1573;460;2273;71
460;11;5;1219;2071;246;1978
2071;11;6;460;1138;1787;1297
1138;11;7;2071;255;526;229
255;11;8;1138;1690;469;274
1690;11;9;255;1395;603;2095
1395;11;10;1690;2291;788;2266
2291;11;11;1395;305;1339;2064
305;11;12;2291;285;1068;2209
285;11;13;305;623;581;608
623;11;14;285;1380;371;1877
1380;11;15;623;457;1181;77
457;11;16;1380;1512;2445;2216
1512;11;17;457;1922;1205;1344
1922;11;18;1512;1667;1310;341
1667;11;19;1922;704;2082;1163
704;11;20;1667;827;997;587
827;11;21;704;505;202;1376
505;11;22;827;2448;975;1722
2448;11;23;505;618;2004;2239
618;11;24;2448;177;859;648
177;11;25;618;2107;507;1648
2107;11;26;177;934;152;968
934;11;27;2107;1821;26;866
1821;11;28;934;1496;1635;1907
1496;11;29;1821;1713;1892;1668
1713;11;30;1496;482;1274;2288
482;11;31;1713;223;2108;694
223;11;32;482;1856;1927;1474
1856;11;33;223;948;980;774
948;11;34;1856;187;1446;348
187;11;35;948;2411;2429;1702
2411;11;36;187;1803;8;1791
1803;11;37;2411;1570;942;976
1570;11;38;1803;1213;2440;1987
1213;11;39;1570;1075;449;817
1075;11;40;1213;418;67;2080
418;11;41;1075;304;352;1701
304;11;42;418;1557;1741;1838
1557;11;43;304;347;181;424
347;11;44;1557;1416;1447;2295
1416;11;45;347;848;789;1904
848;11;46;1416;176;1782;2388
176;11;47;848;1132;386;214
1132;11;48;176;703;1095;2224
703;11;49;1132;0;1567;1793
2335;12;0;0;357;1871;2271
357;12;1;2335;1605;101;1364
1605;12;2;357;459;1589;743
459;12;3;1605;71;1573;1414
71;12;4;459;1978;1219;1948
1978;12;5;71;1297;460;409
1297;12;6;1978;229;2071;445
229;12;7;1297;274;1138;91
274;12;8;229;2095;255;730
2095;12;9;274;2266;1690;771
2266;12;10;2095;2064;1395;1048
2064;12;11;2266;2209;2291;3
2209;12;12;2064;608;305;1427
608;12;13;2209;1877;285;740
1877;12;14;608;77;623;1491
77;12;15;1877;2216;1380;1652
2216;12;16;77;1344;457;605
1344;12;17;2216;341;1512;1394
341;12;18;1344;1163;1922;986
1163;12;19;341;587;1667;2233
587;12;20;1163;1376;704;1267
1376;12;21;587;1722;827;876
1722;12;22;1376;2239;505;1861
2239;12;23;1722;648;2448;1262
648;12;24;2239;1648;618;1003
1648;12;25;648;968;177;1731
968;12;26;1648;866;2107;910
866;12;27;968;1907;934;2347
1907;12;28;866;1668;1821;1930
1668;12;29;1907;2288;1496;99
2288;12;30;1668;694;1713;2005
694;12;31;2288;1474;482;673
1474;12;32;694;774;223;687
774;12;33;1474;348;1856;1928
348;12;34;774;1702;948;461
1702;12;35;348;1791;187;675
1791;12;36;1702;976;2411;1449
976;12;37;1791;1987;1803;2043
1987;12;38;976;817;1570;1407
817;12;39;1987;2080;1213;1405
2080;12;40;817;1701;1075;232
1701;12;41;2080;1838;418;2274
1838;12;42;1701;424;304;924
424;12;43;1838;2295;1557;742
2295;12;44;424;1904;347;1853
1904;12;45;2295;2388;1416;1933
2388;12;46;1904;214;848;1117
214;12;47;2388;2224;176;2313
2224;12;48;214;1793;1132;636
1793;12;49;2224;0;703;2261
2271;13;0;0;1364;2335;1758
1364;13;1;2271;743;357;2191
743;13;2;1364;1414;1605;486
1414;13;3;743;1948;459;966
1948;13;4;1414;409;71;1717
409;13;5;1948;445;1978;1074
445;13;6;409;91;1297;1171
91;13;7;445;730;229;1674
730;13;8;91;771;274;624
771;13;9;730;1048;2095;2066
1048;13;10;771;3;2266;415
3;13;11;1048;1427;2064;536
1427;13;12;3;740;2209;462
740;13;13;1427;1491;608;468
1491;13;14;740;1652;1877;2369
1652;13;15;1491;605;77;333
605;13;16;1652;1394;2216;2045
1394;13;17;605;986;1344;923
986;13;18;1394;2233;341;1044
2233;13;19;986;1267;1163;2249
1267;13;20;2233;876;587;940
876;13;21;1267;1861;1376;2473
1861;13;22;876;1262;1722;2280
1262;13;23;1861;1003;2239;2299
1003;13;24;1262;1731;648;990
1731;13;25;1003;910;1648;1148
910;13;26;1731;2347;968;1594
2347;13;27;910;1930;866;595
1930;13;28;2347;99;1907;2329
99;13;29;1930;2005;1668;1682
2005;13;30;99;673;2288;2368
673;13;31;2005;687;694;1079
687;13;32;673;1928;1474;350
1928;13;33;687;461;774;1113
461;13;34;1928;675;348;2333
675;13;35;461;1449;1702;2254
1449;13;36;675;2043;1791;1777
2043;13;37;1449;1407;976;2439
1407;13;38;2043;1405;1987;1827
1405;13;39;1407;232;817;511
232;13;40;1405;2274;2080;2145
2274;13;41;232;924;1701;1631
924;13;42;2274;742;1838;366
742;13;43;924;1853;424;568
1853;13;44;742;1933;2295;1137
1933;13;45;1853;1117;1904;666
1117;13;46;1933;2313;2388;2163
2313;13;47;1117;636;214;1009
636;13;48;2313;2261;2224;641
2261;13;49;636;0;1793;16
1758;14;0;0;2191;2271;2008
2191;14;1;1758;486;1364;1424
486;14;2;2191;966;743;1032
966;14;3;486;1717;1414;107
1717;14;4;966;1074;1948;159
1074;14;5;1717;1171;409;906
1171;14;6;1074;1674;445;1890
1674;14;7;1171;624;91;1607
624;14;8;1674;2066;730;830
2066;14;9;624;415;771;2244
415;14;10;2066;536;1048;2436
536;14;11;415;462;3;1220
462;14;12;536;468;1427;2103
468;14;13;462;2369;740;241
2369;14;14;468;333;1491;1981
333;14;15;2369;2045;1652;634
2045;14;16;333;923;605;1175
923;14;17;2045;1044;1394;483
1044;14;18;923;2249;986;1097
2249;14;19;1044;940;2233;1182
940;14;20;2249;2473;1267;688
2473;14;21;940;2280;876;394
2280;14;22;2473;2299;1861;1845
2299;14;23;2280;990;1262;2065
990;14;24;2299;1148;1003;945
1148;14;25;990;1594;1731;594
1594;14;26;1148;595;910;1248
595;14;27;1594;2329;2347;1577
2329;14;28;595;1682;1930;965
1682;14;29;2329;2368;99;1712
2368;14;30;1682;1079;2005;2407
1079;14;31;2368;350;673;276
350;14;32;1079;1113;687;622
1113;14;33;350;2333;1928;160
2333;14;34;1113;2254;461;1453
2254;14;35;2333;1777;675;1829
1777;14;36;2254;2439;1449;94
2439;14;37;1777;1827;2043;2481
1827;14;38;2439;511;1407;2056
511;14;39;1827;2145;1405;1229
2145;14;40;511;1631;232;1508
1631;14;41;2145;366;2274;2147
366;14;42;1631;568;924;487
568;14;43;366;1137;742;2169
1137;14;44;568;666;1853;1052
666;14;45;1137;2163;1933;2444
2163;14;46;666;1009;1117;593
1009;14;47;2163;641;2313;2393
641;14;48;1009;16;636;2210
16;14;49;641;0;2261;2264
2008;15;0;0;1424;1758;1971
1424;15;1;2008;1032;2191;87
1032;15;2;1424;107;486;1315
107;15;3;1032;159;966;47
159;15;4;107;906;1717;1239
906;15;5;159;1890;1074;142
1890;15;6;906;1607;1171;602
1607;15;7;1890;830;1674;1710
830;15;8;1607;2244;624;1885
2244;15;9;830;2436;2066;2140
2436;15;10;2244;1220;415;1365
1220;15;11;2436;2103;536;1771
2103;15;12;1220;241;462;249
241;15;13;2103;1981;468;820
1981;15;14;241;634;2369;1320
634;15;15;1981;1175;333;1280
1175;15;16;634;483;2045;1270
483;15;17;1175;1097;923;1464
1097;15;18;483;1182;1044;59
1182;15;19;1097;688;2249;1385
688;15;20;1182;394;940;764
394;15;21;688;1845;2473;544
1845;15;22;394;2065;2280;1227
2065;15;23;1845;945;2299;2083
945;15;24;2065;594;990;1733
594;15;25;945;1248;1148;2010
1248;15;26;594;1577;1594;592
1577;15;27;1248;965;595;2252
965;15;28;1577;1712;2329;1082
1712;15;29;965;2407;1682;1091
2407;15;30;1712;276;2368;196
276;15;31;2407;622;1079;38
622;15;32;276;160;350;1813
160;15;33;622;1453;1113;2206
1453;15;34;160;1829;2333;2131
1829;15;35;1453;94;2254;1498
94;15;36;1829;2481;1777;551
2481;15;37;94;2056;2439;2237
2056;15;38;2481;1229;1827;6
1229;15;39;2056;1508;511;1736
1508;15;40;1229;2147;2145;2067
2147;15;41;1508;487;1631;773
487;15;42;2147;2169;366;41
2169;15;43;487;1052;568;370
1052;15;44;2169;2444;1137;1211
2444;15;45;1052;593;666;1437
593;15;46;2444;2393;2163;488
2393;15;47;593;2210;1009;335
2210;15;48;2393;2264;641;1158
2264;15;49;2210;0;16;1766
1971;16;0;0;87;2008;667
87;16;1;1971;1315;1424;633
1315;16;2;87;47;1032;722
47;16;3;1315;1239;107;2075
1239;16;4;47;142;159;1482
142;16;5;1239;602;906;1925
602;16;6;142;1710;1890;2453
1710;16;7;602;1885;1607;1412
1885;16;8;1710;2140;830;302
2140;16;9;1885;1365;2244;1579
1365;16;10;2140;1771;2436;296
1771;16;11;1365;249;1220;1695
249;16;12;1771;820;2103;1060
820;16;13;249;1320;241;1345
1320;16;14;820;1280;1981;1146
1280;16;15;1320;1270;634;1616
1270;16;16;1280;1464;1175;2015
1464;16;17;1270;59;483;1331
59;16;18;1464;1385;1097;1513
1385;16;19;59;764;1182;1254
764;16;20;1385;544;688;516
544;16;21;764;1227;394;12
1227;16;22;544;2083;1845;1604
2083;16;23;1227;1733;2065;1641
1733;16;24;2083;2010;945;1341
2010;16;25;1733;592;594;1360
592;16;26;2010;2252;1248;754
2252;16;27;592;1082;1577;1083
