2;40000;20;2000;true;true;true
9649;0;287;656;20196;0;22828
20196;0;288;9649;24547;0;32854
24547;0;289;20196;15977;0;10545
15977;0;290;24547;19226;0;32842
19226;0;291;15977;28712;0;20672
28712;0;292;19226;10156;0;7660
10156;0;293;28712;3137;0;9054
3137;0;294;10156;23602;0;32484
23602;0;295;3137;13400;0;5765
13400;0;296;23602;16629;0;29338
16629;0;297;13400;30488;0;30842
30488;0;298;16629;13690;0;3280
13690;0;299;30488;20964;0;35670
20964;0;300;13690;6181;0;23966
6181;0;301;20964;14057;0;27230
14057;0;302;6181;33714;0;23830
33714;0;303;14057;8022;0;1844
8022;0;304;33714;15178;0;11675
15178;0;305;8022;26880;0;18759
26880;0;306;15178;15894;0;22536
15894;0;307;26880;17867;0;31164
17867;0;308;15894;4255;0;24186
4255;0;309;17867;36022;0;15348
36022;0;310;4255;21049;0;4534
21049;0;311;36022;2568;0;9126
2568;0;312;21049;27570;0;28540
27570;0;313;2568;29742;0;8008
29742;0;314;27570;9349;0;30864
9349;0;315;29742;7882;0;897
7882;0;316;9349;33686;0;5173
33686;0;317;7882;6302;0;12112
6302;0;318;33686;34745;0;36365
34745;0;319;6302;38647;0;15636
38647;0;320;34745;35367;0;26476
35367;0;321;38647;3168;0;31677
3168;0;322;35367;17761;0;30857
17761;0;323;3168;28118;0;17845
28118;0;324;17761;22926;0;39100
22926;0;325;28118;24226;0;17074
24226;0;326;22926;12588;0;6141
12588;0;327;24226;15876;0;22338
15876;0;328;12588;12502;0;4354
12502;0;329;15876;7033;0;25710
7033;0;330;12502;7781;0;23443
7781;0;331;7033;12590;0;8247
12590;0;332;7781;18716;0;27283
18716;0;333;12590;23738;0;29452
23738;0;334;18716;36409;0;31573
36409;0;335;23738;21882;0;28743
21882;0;336;36409;28628;0;833
28628;0;337;21882;20929;0;2031
20929;0;338;28628;13748;0;18318
13748;0;339;20929;39258;0;18076
39258;0;340;13748;9124;0;4110
9124;0;341;39258;23741;0;39435
23741;0;342;9124;13505;0;27903
13505;0;343;23741;3443;0;26650
3443;0;344;13505;780;0;10234
780;0;345;3443;14609;0;20767
14609;0;346;780;4603;0;35492
4603;0;347;14609;31280;0;13050
31280;0;348;4603;8570;0;32442
8570;0;349;31280;11912;0;21579
11912;0;350;8570;35264;0;12571
35264;0;351;11912;3753;0;27485
3753;0;352;35264;12346;0;31584
12346;0;353;3753;7136;0;1427
7136;0;354;12346;15882;0;30148
15882;0;355;7136;39316;0;3786
39316;0;356;15882;2087;0;26263
2087;0;357;39316;17362;0;803
17362;0;358;2087;28288;0;33426
28288;0;359;17362;34156;0;17190
34156;0;360;28288;5407;0;8755
5407;0;361;34156;36457;0;24058
36457;0;362;5407;30659;0;7953
30659;0;363;36457;30402;0;24280
30402;0;364;30659;37199;0;24490
37199;0;365;30402;32261;0;4417
32261;0;366;37199;5048;0;31985
5048;0;367;32261;39378;0;10240
39378;0;368;5048;11661;0;8429
11661;0;369;39378;13387;0;30897
13387;0;370;11661;27303;0;19640
27303;0;371;13387;27076;0;26663
27076;0;372;27303;31925;0;27525
31925;0;373;27076;16442;0;20434
16442;0;374;31925;7701;0;15158
7701;0;375;16442;30473;0;15025
30473;0;376;7701;21774;0;34920
21774;0;377;30473;21662;0;30518
21662;0;378;21774;9266;0;9903
9266;0;379;21662;7435;0;1132
7435;0;380;9266;15326;0;13530
15326;0;381;7435;13867;0;11936
13867;0;382;15326;4731;0;14275
4731;0;383;13867;25826;0;29915
25826;0;384;4731;3368;0;37687
3368;0;385;25826;34244;0;2278
34244;0;386;3368;903;0;13148
903;0;387;34244;4968;0;26099
4968;0;388;903;32779;0;24954
32779;0;389;4968;11430;0;6037
11430;0;390;32779;34982;0;24042
34982;0;391;11430;8779;0;38864
8779;0;392;34982;11371;0;35074
11371;0;393;8779;26962;0;31099
26962;0;394;11371;31799;0;30478
31799;0;395;26962;17724;0;3097
17724;0;396;31799;18473;0;33388
18473;0;397;17724;15622;0;33945
15622;0;398;18473;3043;0;10050
3043;0;399;15622;13258;0;19366
13258;0;400;3043;32207;0;32127
32207;0;401;13258;17571;0;2362
17571;0;402;32207;32113;0;36960
32113;0;403;17571;36067;0;37756
36067;0;404;32113;7584;0;6439
7584;0;405;36067;37681;0;37064
37681;0;406;7584;31426;0;21198
31426;0;407;37681;13275;0;34956
13275;0;408;31426;38115;0;1459
38115;0;409;13275;37617;0;31072
37617;0;410;38115;9549;0;14337
9549;0;411;37617;20071;0;8544
20071;0;412;9549;2431;0;3060
2431;0;413;20071;13499;0;29727
13499;0;414;2431;24164;0;17174
24164;0;415;13499;38270;0;35613
38270;0;416;24164;2357;0;9737
2357;0;417;38270;30418;0;17951
30418;0;418;2357;27877;0;30371
27877;0;419;30418;34907;0;12033
34907;0;420;27877;6851;0;25561
6851;0;421;34907;25520;0;11604
25520;0;422;6851;7284;0;37481
7284;0;423;25520;10303;0;24777
10303;0;424;7284;18433;0;19245
18433;0;425;10303;2756;0;14126
2756;0;426;18433;31027;0;8731
31027;0;427;2756;26739;0;29006
26739;0;428;31027;36891;0;8522
36891;0;429;26739;37918;0;8651
37918;0;430;36891;38158;0;16258
38158;0;431;37918;16759;0;20954
16759;0;432;38158;1692;0;20205
1692;0;433;16759;32609;0;13435
32609;0;434;1692;15481;0;39212
15481;0;435;32609;28667;0;6938
28667;0;436;15481;1879;0;16986
1879;0;437;28667;26765;0;5005
26765;0;438;1879;8238;0;3545
8238;0;439;26765;18652;0;20496
18652;0;440;8238;6380;0;7575
6380;0;441;18652;12480;0;8953
12480;0;442;6380;14237;0;21370
14237;0;443;12480;38000;0;37727
38000;0;444;14237;6737;0;39420
6737;0;445;38000;26096;0;35799
26096;0;446;6737;27298;0;32166
27298;0;447;26096;29765;0;12242
29765;0;448;27298;38667;0;2024
38667;0;449;29765;5202;0;11447
5202;0;450;38667;35681;0;14714
35681;0;451;5202;432;0;17834
432;0;452;35681;32521;0;36500
32521;0;453;432;34645;0;12680
34645;0;454;32521;8270;0;30597
8270;0;455;34645;26440;0;15216
26440;0;456;8270;35165;0;26541
35165;0;457;26440;18556;0;12221
18556;0;458;35165;2044;0;20029
2044;0;459;18556;2988;0;33758
2988;0;460;2044;13535;0;26641
13535;0;461;2988;8778;0;5262
8778;0;462;13535;32623;0;24302
32623;0;463;8778;3664;0;29176
3664;0;464;32623;6016;0;20170
6016;0;465;3664;27801;0;32547
27801;0;466;6016;13579;0;30364
13579;0;467;27801;27420;0;10701
27420;0;468;13579;23470;0;12051
23470;0;469;27420;30939;0;17676
30939;0;470;23470;31136;0;10101
31136;0;471;30939;32895;0;2298
32895;0;472;31136;13055;0;38707
13055;0;473;32895;30081;0;31123
30081;0;474;13055;34290;0;10224
34290;0;475;30081;31794;0;4270
31794;0;476;34290;28000;0;6219
28000;0;477;31794;1772;0;30745
1772;0;478;28000;24497;0;10527
24497;0;479;1772;902;0;29062
902;0;480;24497;27973;0;17668
27973;0;481;902;19343;0;33901
19343;0;482;27973;3318;0;17994
3318;0;483;19343;483;0;31977
483;0;484;3318;7588;0;4362
7588;0;485;483;19544;0;5924
19544;0;486;7588;15930;0;34931
15930;0;487;19544;17402;0;10892
17402;0;488;15930;29299;0;10222
29299;0;489;17402;6842;0;27824
6842;0;490;29299;10871;0;19777
10871;0;491;6842;26109;0;13212
26109;0;492;10871;26282;0;7753
26282;0;493;26109;24452;0;10433
24452;0;494;26282;10218;0;28688
10218;0;495;24452;5111;0;36631
5111;0;496;10218;23568;0;37224
23568;0;497;5111;37914;0;17156
37914;0;498;23568;805;0;30068
805;0;499;37914;25868;0;31855
25868;0;500;805;16600;0;10058
16600;0;501;25868;36613;0;1387
36613;0;502;16600;12067;0;37776
12067;0;503;36613;6249;0;6520
6249;0;504;12067;1142;0;185
1142;0;505;6249;9298;0;11463
9298;0;506;1142;35985;0;3674
35985;0;507;9298;25166;0;24189
25166;0;508;35985;21804;0;14196
21804;0;509;25166;39581;0;1640
39581;0;510;21804;1429;0;26930
1429;0;511;39581;15150;0;18684
15150;0;512;1429;37281;0;38993
37281;0;513;15150;27153;0;17632
27153;0;514;37281;24528;0;11981
24528;0;515;27153;2378;0;33726
2378;0;516;24528;5073;0;33638
5073;0;517;2378;2838;0;34769
2838;0;518;5073;30463;0;7720
30463;0;519;2838;15672;0;39261
15672;0;520;30463;2708;0;3647
2708;0;521;15672;16171;0;8091
16171;0;522;2708;32990;0;28162
32990;0;523;16171;20733;0;22603
20733;0;524;32990;19307;0;34732
19307;0;525;20733;36000;0;30203
36000;0;526;19307;27533;0;15880
27533;0;527;36000;36821;0;35732
36821;0;528;27533;16293;0;89
16293;0;529;36821;30114;0;21958
30114;0;530;16293;30905;0;36034
30905;0;531;30114;28011;0;20790
28011;0;532;30905;14899;0;25650
14899;0;533;28011;25515;0;16836
25515;0;534;14899;27117;0;3541
27117;0;535;25515;4675;0;36324
4675;0;536;27117;38178;0;12952
38178;0;537;4675;25202;0;11443
25202;0;538;38178;38020;0;29159
38020;0;539;25202;5387;0;36979
5387;0;540;38020;10964;0;18007
10964;0;541;5387;12608;0;27775
12608;0;542;10964;13454;0;32181
13454;0;543;12608;30131;0;10617
30131;0;544;13454;789;0;9512
789;0;545;30131;24039;0;27649
24039;0;546;789;15116;0;30742
15116;0;547;24039;7143;0;5417
7143;0;548;15116;8018;0;16398
8018;0;549;7143;34924;0;2401
34924;0;550;8018;34096;0;36882
34096;0;551;34924;21399;0;33619
21399;0;552;34096;29330;0;30875
29330;0;553;21399;8243;0;23072
8243;0;554;29330;29656;0;15655
29656;0;555;8243;12632;0;37792
12632;0;556;29656;34362;0;10548
34362;0;557;12632;10942;0;36165
10942;0;558;34362;22969;0;6292
22969;0;559;10942;30255;0;26271
30255;0;560;22969;18421;0;30718
18421;0;561;30255;24641;0;37413
24641;0;562;18421;39338;0;29162
39338;0;563;24641;3705;0;27078
3705;0;564;39338;10608;0;25869
10608;0;565;3705;37509;0;15834
37509;0;566;10608;13524;0;9381
13524;0;567;37509;22123;0;12609
22123;0;568;13524;16336;0;647
16336;0;569;22123;39233;0;39235
39233;0;570;16336;12929;0;28731
12929;0;571;39233;16950;0;38220
16950;0;572;12929;1009;0;33350
1009;0;573;16950;24051;0;16620
24051;0;574;1009;23156;0;16029
23156;0;575;24051;35672;0;10914
35672;0;576;23156;2216;0;30278
2216;0;577;35672;29783;0;34493
29783;0;578;2216;31909;0;4678
31909;0;579;29783;32952;0;18607
32952;0;580;31909;34812;0;28330
34812;0;581;32952;39513;0;16965
39513;0;582;34812;19657;0;14457
19657;0;583;39513;7514;0;9964
7514;0;584;19657;21167;0;17938
21167;0;585;7514;31094;0;341
31094;0;586;21167;32184;0;1052
32184;0;587;31094;25043;0;38240
25043;0;588;32184;7358;0;12919
7358;0;589;25043;28987;0;16259
28987;0;590;7358;17773;0;31704
17773;0;591;28987;26656;0;21358
26656;0;592;17773;15664;0;34822
15664;0;593;26656;9727;0;18455
9727;0;594;15664;7644;0;2870
7644;0;595;9727;16474;0;33999
16474;0;596;7644;26451;0;34500
26451;0;597;16474;36990;0;6107
36990;0;598;26451;11389;0;30046
11389;0;599;36990;206;0;544
206;0;600;11389;35871;0;3179
35871;0;601;206;21675;0;22953
21675;0;602;35871;2238;0;25502
2238;0;603;21675;19416;0;21505
19416;0;604;2238;1882;0;16489
1882;0;605;19416;4229;0;9177
4229;0;606;1882;794;0;14116
794;0;607;4229;33928;0;13890
33928;0;608;794;15045;0;6511
15045;0;609;33928;30565;0;34807
30565;0;610;15045;25499;0;24176
25499;0;611;30565;24615;0;21937
24615;0;612;25499;11956;0;24839
11956;0;613;24615;28311;0;3951
28311;0;614;11956;30198;0;24388
30198;0;615;28311;15661;0;9660
15661;0;616;30198;34281;0;30854
34281;0;617;15661;16679;0;39618
16679;0;618;34281;5302;0;7990
5302;0;619;16679;25833;0;35669
25833;0;620;5302;26088;0;23867
26088;0;621;25833;5647;0;11350
5647;0;622;26088;36708;0;5471
36708;0;623;5647;25024;0;9164
25024;0;624;36708;27304;0;16361
27304;0;625;25024;34118;0;9532
34118;0;626;27304;30276;0;32520
30276;0;627;34118;13452;0;16633
13452;0;628;30276;28631;0;29019
28631;0;629;13452;233;0;14114
233;0;630;28631;2566;0;5168
2566;0;631;233;3445;0;33417
3445;0;632;2566;21605;0;3006
21605;0;633;3445;27244;0;34013
27244;0;634;21605;35395;0;9493
35395;0;635;27244;750;0;4026
750;0;636;35395;18036;0;15560
18036;0;637;750;37378;0;10508
37378;0;638;18036;25334;0;37150
25334;0;639;37378;6172;0;34339
6172;0;640;25334;39465;0;28536
39465;0;641;6172;22184;0;4409
22184;0;642;39465;12786;0;7362
12786;0;643;22184;6619;0;26181
6619;0;644;12786;17827;0;37190
17827;0;645;6619;36743;0;1334
36743;0;646;17827;16677;0;8242
16677;0;647;36743;35189;0;19430
35189;0;648;16677;27459;0;7397
27459;0;649;35189;22003;0;16195
22003;0;650;27459;812;0;23293
812;0;651;22003;1352;0;4465
1352;0;652;812;4809;0;9572
4809;0;653;1352;18900;0;7000
18900;0;654;4809;12983;0;4117
12983;0;655;18900;15604;0;1596
15604;0;656;12983;13831;0;11602
13831;0;657;15604;28840;0;27045
28840;0;658;13831;32849;0;16564
32849;0;659;28840;14343;0;37795
14343;0;660;32849;18286;0;8795
18286;0;661;14343;3018;0;36267
3018;0;662;18286;39605;0;5584
39605;0;663;3018;3806;0;10420
3806;0;664;39605;11862;0;3470
11862;0;665;3806;34352;0;12838
34352;0;666;11862;590;0;16202
590;0;667;34352;23739;0;15570
23739;0;668;590;4401;0;34840
4401;0;669;23739;35136;0;11968
35136;0;670;4401;38580;0;29057
38580;0;671;35136;29551;0;3126
29551;0;672;38580;33002;0;11364
33002;0;673;29551;23258;0;10425
23258;0;674;33002;38325;0;24925
38325;0;675;23258;3584;0;3704
3584;0;676;38325;36544;0;34517
36544;0;677;3584;3598;0;15017
3598;0;678;36544;30486;0;9184
30486;0;679;3598;19227;0;3960
19227;0;680;30486;6504;0;16727
6504;0;681;19227;20866;0;31758
20866;0;682;6504;11492;0;21061
11492;0;683;20866;17420;0;22506
17420;0;684;11492;25016;0;1937
25016;0;685;17420;22627;0;7478
22627;0;686;25016;37633;0;6679
37633;0;687;22627;3508;0;142
3508;0;688;37633;9747;0;39819
9747;0;689;3508;8088;0;32328
8088;0;690;9747;35482;0;18682
35482;0;691;8088;5589;0;4195
5589;0;692;35482;39097;0;5546
39097;0;693;5589;3259;0;20083
3259;0;694;39097;7520;0;36948
7520;0;695;3259;7400;0;5693
7400;0;696;7520;785;0;19082
785;0;697;7400;159;0;10244
159;0;698;785;36296;0;22955
36296;0;699;159;35851;0;32368
35851;0;700;36296;27722;0;39750
27722;0;701;35851;22025;0;25068
22025;0;702;27722;20712;0;6764
20712;0;703;22025;5457;0;15136
5457;0;704;20712;19046;0;20678
19046;0;705;5457;11560;0;36379
11560;0;706;19046;27662;0;3046
27662;0;707;11560;5274;0;32322
5274;0;708;27662;16929;0;12951
16929;0;709;5274;18158;0;999
18158;0;710;16929;4131;0;25070
4131;0;711;18158;24155;0;7917
24155;0;712;4131;25599;0;33111
25599;0;713;24155;36214;0;12636
36214;0;714;25599;19561;0;15147
19561;0;715;36214;10071;0;34217
10071;0;716;19561;9932;0;10329
9932;0;717;10071;20918;0;8790
20918;0;718;9932;29801;0;7253
29801;0;719;20918;13514;0;3063
13514;0;720;29801;35552;0;38368
35552;0;721;13514;5531;0;428
5531;0;722;35552;1483;0;23497
1483;0;723;5531;35805;0;12889
35805;0;724;1483;24169;0;32821
24169;0;725;35805;24087;0;3057
24087;0;726;24169;12990;0;36138
12990;0;727;24087;20594;0;37871
20594;0;728;12990;10138;0;37635
10138;0;729;20594;30233;0;10163
30233;0;730;10138;8369;0;8119
8369;0;731;30233;10867;0;29967
10867;0;732;8369;15312;0;485
15312;0;733;10867;15064;0;27756
15064;0;734;15312;8000;0;35509
8000;0;735;15064;27148;0;25860
27148;0;736;8000;27190;0;3979
27190;0;737;27148;38866;0;7059
38866;0;738;27190;38112;0;39610
38112;0;739;38866;26421;0;16975
26421;0;740;38112;32259;0;30986
32259;0;741;26421;15157;0;7346
15157;0;742;32259;19728;0;20413
19728;0;743;15157;37463;0;32885
37463;0;744;19728;11578;0;5438
11578;0;745;37463;17690;0;7159
17690;0;746;11578;31468;0;25942
31468;0;747;17690;23220;0;36701
23220;0;748;31468;21923;0;25364
21923;0;749;23220;29709;0;16747
29709;0;750;21923;9612;0;11408
9612;0;751;29709;19392;0;31495
19392;0;752;9612;29365;0;23845
29365;0;753;19392;31732;0;30312
31732;0;754;29365;14552;0;16808
14552;0;755;31732;2138;0;18533
2138;0;756;14552;18790;0;12650
18790;0;757;2138;37302;0;29221
37302;0;758;18790;36414;0;26192
36414;0;759;37302;32419;0;35004
32419;0;760;36414;23769;0;15347
23769;0;761;32419;38260;0;8312
38260;0;762;23769;17464;0;15628
17464;0;763;38260;20024;0;16995
20024;0;764;17464;39651;0;26740
39651;0;765;20024;1050;0;21669
1050;0;766;39651;20589;0;37076
20589;0;767;1050;35844;0;28579
35844;0;768;20589;32645;0;20523
32645;0;769;35844;1414;0;11106
1414;0;770;32645;16983;0;26793
16983;0;771;1414;15432;0;9650
15432;0;772;16983;15557;0;727
15557;0;773;15432;36105;0;31744
36105;0;774;15557;11296;0;37799
11296;0;775;36105;14422;0;11415
14422;0;776;11296;26299;0;6738
26299;0;777;14422;38644;0;33961
38644;0;778;26299;11606;0;9359
11606;0;779;38644;25713;0;14704
25713;0;780;11606;25134;0;29873
