2;4;130;130;false;true;false
2;1;121;3;4;4;2
4;1;122;2;2;1;4
2;1;123;4;3;4;2
3;1;124;2;3;2;4
3;1;125;3;3;3;4
3;1;126;3;4;4;4
4;1;127;3;1;2;2
1;1;128;4;4;1;4
4;1;129;1;0;1;3
4;2;0;0;2;2;3
2;2;1;4;3;4;3
3;2;2;2;2;1;4
2;2;3;3;2;1;1
2;2;4;2;1;3;2
1;2;5;2;4;3;1
4;2;6;1;1;2;1
1;2;7;4;4;1;4
4;2;8;1;4;4;2
4;2;9;4;3;3;1
3;2;10;4;2;1;4
2;2;11;3;3;3;2
3;2;12;2;4;3;3
4;2;13;3;2;3;3
2;2;14;4;4;3;4
4;2;15;2;1;2;4
1;2;16;4;2;1;2
2;2;17;1;3;3;2
3;2;18;2;1;3;1
1;2;19;3;4;2;1
4;2;20;1;1;2;4
1;2;21;4;2;4;3
2;2;22;1;1;1;4
1;2;23;2;2;4;3
2;2;24;1;2;3;2
2;2;25;2;3;3;4
3;2;26;2;2;3;2
2;2;27;3;1;4;4
1;2;28;2;4;1;1
4;2;29;1;4;4;2
4;2;30;4;1;2;1
1;2;31;4;4;2;3
4;2;32;1;3;4;3
3;2;33;4;4;4;3
4;2;34;3;3;4;2
3;2;35;4;3;1;3
3;2;36;3;4;4;2
4;2;37;3;1;1;3
1;2;38;4;1;3;4
1;2;39;1;2;2;3
2;2;40;1;2;2;3
2;2;41;2;2;4;1
2;2;42;2;2;1;2
2;2;43;2;2;2;2
2;2;44;2;1;1;2
1;2;45;2;2;1;2
2;2;46;1;3;3;4
3;2;47;2;1;1;1
1;2;48;3;3;3;4
3;2;49;1;2;2;1
2;2;50;3;1;2;3
1;2;51;2;1;1;4
1;2;52;1;4;3;1
4;2;53;1;2;1;4
2;2;54;4;1;4;4
1;2;55;2;2;2;4
2;2;56;1;4;4;2
4;2;57;2;3;3;4
3;2;58;4;3;4;2
3;2;59;3;1;4;2
1;2;60;3;3;2;1
3;2;61;1;2;2;4
2;2;62;3;1;2;1
1;2;63;2;3;4;3
3;2;64;1;3;4;3
3;2;65;3;1;3;4
1;2;66;3;3;4;4
3;2;67;1;2;3;4
2;2;68;3;1;2;1
1;2;69;2;1;3;2
1;2;70;1;2;3;4
2;2;71;1;1;2;2
1;2;72;2;3;4;4
3;2;73;1;3;4;3
3;2;74;3;2;4;2
2;2;75;3;2;3;1
2;2;76;2;4;2;4
4;2;77;2;2;2;1
2;2;78;4;1;3;3
1;2;79;2;2;2;4
2;2;80;1;1;2;2
1;2;81;2;4;4;2
4;2;82;1;3;3;1
3;2;83;4;1;1;4
1;2;84;3;4;3;2
4;2;85;1;1;1;4
1;2;86;4;3;4;1
3;2;87;1;1;3;4
1;2;88;3;1;2;4
1;2;89;1;2;2;1
2;2;90;1;2;2;1
2;2;91;2;2;2;3
2;2;92;2;2;3;3
2;2;93;2;4;3;4
4;2;94;2;3;3;4
3;2;95;4;4;4;4
4;2;96;3;3;2;4
3;2;97;4;2;2;2
2;2;98;3;2;3;4
2;2;99;2;4;4;4
4;2;100;2;4;2;1
4;2;101;4;1;3;2
1;2;102;4;1;3;3
1;2;103;1;2;4;3
2;2;104;1;2;3;2
2;2;105;2;1;4;3
1;2;106;2;4;1;1
4;2;107;1;2;4;3
2;2;108;4;1;4;1
1;2;109;2;2;3;4
2;2;110;1;3;2;4
3;2;111;2;4;1;3
4;2;112;3;1;3;2
1;2;113;4;2;2;1
2;2;114;1;2;3;4
2;2;115;2;4;1;1
4;2;116;2;4;2;4
4;2;117;4;2;2;3
2;2;118;4;4;3;1
4;2;119;2;4;3;1
4;2;120;4;2;3;4
2;2;121;4;4;2;4
4;2;122;2;2;4;1
2;2;123;4;4;2;3
4;2;124;2;4;3;1
4;2;125;4;4;3;1
4;2;126;4;2;3;3
2;2;127;4;4;4;2
4;2;128;2;3;1;1
3;2;129;4;0;4;3
3;3;0;0;3;4;2
3;3;1;3;4;2;3
4;3;2;3;1;3;2
1;3;3;4;2;2;3
2;3;4;1;1;2;1
1;3;5;2;1;1;3
1;3;6;1;4;4;1
4;3;7;1;2;1;3
2;3;8;4;1;4;4
1;3;9;2;4;4;1
4;3;10;1;2;3;1
2;3;11;4;3;2;1
3;3;12;2;3;3;1
3;3;13;3;4;4;1
4;3;14;3;4;2;4
4;3;15;4;2;4;3
2;3;16;4;2;1;4
2;3;17;2;1;2;4
1;3;18;2;1;3;4
1;3;19;1;4;1;2
4;3;20;1;3;4;1
3;3;21;4;4;1;2
4;3;22;3;3;2;2
3;3;23;4;2;1;2
2;3;24;3;4;2;3
4;3;25;2;2;2;2
2;3;26;4;4;3;3
4;3;27;2;1;2;2
1;3;28;4;2;1;1
2;3;29;1;1;4;3
1;3;30;2;3;4;2
3;3;31;1;3;1;4
3;3;32;3;3;4;2
3;3;33;3;2;3;2
2;3;34;3;3;4;2
3;3;35;2;2;3;2
2;3;36;3;3;3;2
3;3;37;2;4;4;3
4;3;38;3;3;1;2
3;3;39;4;3;1;1
3;3;40;3;1;2;1
1;3;41;3;2;2;4
2;3;42;1;2;2;3
2;3;43;2;2;2;4
2;3;44;2;2;2;3
2;3;45;2;4;1;3
4;3;46;2;1;2;4
1;3;47;4;4;3;1
4;3;48;1;1;1;4
1;3;49;4;3;3;4
3;3;50;1;4;2;1
4;3;51;3;1;1;2
1;3;52;4;4;1;2
4;3;53;1;4;4;2
4;3;54;4;4;2;3
4;3;55;4;2;1;2
2;3;56;4;4;2;4
4;3;57;2;2;4;3
2;3;58;4;2;3;4
2;3;59;2;1;3;1
1;3;60;2;4;1;2
4;3;61;1;1;3;3
1;3;62;4;3;2;3
3;3;63;1;3;1;4
3;3;64;3;4;3;1
4;3;65;3;4;3;3
4;3;66;4;4;1;4
4;3;67;4;1;3;4
1;3;68;4;2;2;2
2;3;69;1;4;1;1
4;3;70;2;2;1;1
2;3;71;4;4;2;1
4;3;72;2;3;1;1
3;3;73;4;2;3;1
2;3;74;3;1;3;1
1;3;75;2;4;2;2
4;3;76;1;1;2;1
1;3;77;4;3;4;2
3;3;78;1;4;2;1
4;3;79;3;2;1;1
2;3;80;4;2;2;2
2;3;81;2;1;1;1
1;3;82;2;4;4;1
4;3;83;1;2;3;2
2;3;84;4;4;1;3
4;3;85;2;1;4;4
1;3;86;4;4;1;2
4;3;87;1;4;3;4
4;3;88;4;1;1;4
1;3;89;4;1;1;1
1;3;90;1;3;2;2
3;3;91;1;3;2;1
3;3;92;3;4;2;4
4;3;93;3;4;2;4
4;3;94;4;4;4;2
4;3;95;4;4;3;4
4;3;96;4;2;4;4
2;3;97;4;4;3;3
4;3;98;2;4;2;2
4;3;99;4;1;2;1
1;3;100;4;2;4;4
2;3;101;1;3;4;3
3;3;102;2;3;1;3
3;3;103;3;2;1;4
2;3;104;3;3;2;4
3;3;105;2;1;2;3
1;3;106;3;3;1;4
3;3;107;1;1;4;3
1;3;108;3;4;2;4
4;3;109;1;4;1;4
4;3;110;4;3;2;4
3;3;111;4;2;3;4
2;3;112;3;1;4;3
1;3;113;2;4;1;2
4;3;114;1;1;2;4
1;3;115;4;4;2;4
4;3;116;1;3;4;2
3;3;117;4;1;4;4
1;3;118;3;1;2;2
1;3;119;1;4;4;3
4;3;120;1;4;4;2
4;3;121;4;1;2;4
1;3;122;4;3;4;4
3;3;123;1;1;2;4
1;3;124;3;1;4;1
1;3;125;1;3;4;1
3;3;126;1;2;4;2
2;3;127;3;1;2;1
1;3;128;2;3;4;4
3;3;129;1;0;3;1
2;4;0;0;3;3;2
3;4;1;2;2;3;1
2;4;2;3;3;4;1
3;4;3;2;1;1;1
1;4;4;3;3;2;3
3;4;5;1;1;1;2
1;4;6;3;3;1;2
3;4;7;1;4;4;2
4;4;8;3;1;2;3
1;4;9;4;1;1;1
1;4;10;1;1;4;1
1;4;11;1;1;2;4
1;4;12;1;1;3;4
1;4;13;1;4;3;4
4;4;14;1;3;4;1
3;4;15;4;4;4;3
4;4;16;3;4;2;3
4;4;17;4;4;2;4
4;4;18;4;2;1;2
2;4;19;4;1;1;4
1;4;20;2;2;4;2
2;4;21;1;2;3;1
2;4;22;2;2;4;1
2;4;23;2;3;3;2
3;4;24;2;2;2;2
2;4;25;3;3;4;3
3;4;26;2;2;2;2
2;4;27;3;1;4;2
1;4;28;2;3;1;1
3;4;29;1;2;2;3
2;4;30;3;4;1;1
4;4;31;2;2;3;3
2;4;32;4;2;3;3
2;4;33;2;2;3;2
2;4;34;2;2;2;2
2;4;35;2;2;3;2
2;4;36;2;3;2;1
3;4;37;2;2;3;2
2;4;38;3;1;4;1
1;4;39;2;1;3;1
1;4;40;1;4;3;4
4;4;41;1;3;1;3
3;4;42;4;4;2;3
4;4;43;3;3;2;4
3;4;44;4;3;2;3
3;4;45;3;4;2;2
4;4;46;3;1;4;3
1;4;47;4;4;1;3
4;4;48;1;4;4;1
4;4;49;4;1;1;2
1;4;50;4;2;3;1
2;4;51;1;2;4;3
2;4;52;2;2;1;4
2;4;53;2;3;4;3
3;4;54;2;2;4;3
2;4;55;3;4;4;1
4;4;56;2;3;2;4
3;4;57;4;4;4;4
4;4;58;3;1;2;2
1;4;59;4;2;2;1
2;4;60;1;3;1;4
3;4;61;2;3;4;4
3;4;62;3;4;1;1
4;4;63;3;1;3;2
1;4;64;4;3;3;1
3;4;65;1;4;4;3
4;4;66;3;4;4;2
4;4;67;4;2;4;3
2;4;68;4;1;1;4
1;4;69;2;1;2;4
1;4;70;1;1;4;4
1;4;71;1;1;2;1
1;4;72;1;1;4;2
1;4;73;1;1;3;4
1;4;74;1;2;2;4
2;4;75;1;1;1;4
1;4;76;2;2;4;4
2;4;77;1;1;1;4
1;4;78;2;1;3;4
1;4;79;1;2;4;1
2;4;80;1;1;2;1
1;4;81;2;1;2;2
1;4;82;1;2;1;2
2;4;83;1;3;4;1
3;4;84;2;4;2;3
4;4;85;3;2;4;1
2;4;86;4;4;1;2
4;4;87;2;4;4;4
4;4;88;4;1;4;2
1;4;89;4;2;1;4
2;4;90;1;1;1;3
1;4;91;2;4;3;1
4;4;92;1;4;3;1
4;4;93;4;2;4;4
2;4;94;4;4;4;1
4;4;95;2;4;4;2
4;4;96;4;3;4;3
3;4;97;4;2;2;1
2;4;98;3;1;4;4
1;4;99;2;4;4;3
4;4;100;1;3;1;3
3;4;101;4;3;2;4
3;4;102;3;4;3;2
4;4;103;3;4;3;4
4;4;104;4;3;2;2
3;4;105;4;4;3;3
4;4;106;3;3;1;1
3;4;107;4;4;3;1
4;4;108;3;4;1;1
4;4;109;4;4;4;1
4;4;110;4;4;4;3
4;4;111;4;3;3;3
3;4;112;4;2;2;2
2;4;113;3;4;1;3
4;4;114;2;4;4;3
4;4;115;4;2;1;3
2;4;116;4;4;4;1
4;4;117;2;2;3;1
2;4;118;4;3;1;2
3;4;119;2;2;1;3
2;4;120;3;4;4;4
4;4;121;2;4;4;4
4;4;122;4;4;1;3
4;4;123;4;1;3;4
1;4;124;4;1;1;2
1;4;125;1;2;1;3
2;4;126;1;1;3;1
1;4;127;2;4;2;3
4;4;128;1;1;1;2
1;4;129;4;0;3;2
2;5;0;0;1;2;1
1;5;1;2;1;3;4
1;5;2;1;1;2;2
1;5;3;1;3;3;2
3;5;4;1;2;1;4
2;5;5;3;2;3;1
2;5;6;2;2;1;3
2;5;7;2;3;3;1
3;5;8;2;1;4;1
1;5;9;3;1;1;3
1;5;10;1;4;1;1
4;5;11;1;4;1;1
4;5;12;4;4;1;2
4;5;13;4;1;1;1
1;5;14;4;3;4;1
3;5;15;1;3;3;1
3;5;16;3;4;4;1
4;5;17;3;2;4;2
2;5;18;4;4;4;1
4;5;19;2;2;2;1
2;5;20;4;1;1;4
1;5;21;2;1;2;1
1;5;22;1;2;2;2
2;5;23;1;2;2;1
2;5;24;2;3;3;2
3;5;25;2;2;2;4
2;5;26;3;2;3;2
2;5;27;2;1;2;4
1;5;28;2;3;1;2
3;5;29;1;1;3;1
1;5;30;3;3;2;2
3;5;31;1;3;4;1
3;5;32;3;2;2;4
2;5;33;3;2;2;4
2;5;34;2;2;2;1
2;5;35;2;1;2;1
1;5;36;2;2;2;4
2;5;37;1;1;3;1
1;5;38;2;1;2;2
1;5;39;1;4;1;2
4;5;40;1;3;1;4
3;5;41;4;3;4;4
3;5;42;3;4;3;1
4;5;43;3;3;4;3
3;5;44;4;2;3;4
2;5;45;3;3;3;3
3;5;46;2;3;4;3
3;5;47;3;1;1;1
1;5;48;3;2;4;4
2;5;49;1;1;4;3
1;5;50;2;3;1;2
3;5;51;1;4;2;2
4;5;52;3;3;2;4
3;5;53;4;3;2;1
3;5;54;3;1;3;4
1;5;55;3;4;2;4
4;5;56;1;4;4;4
4;5;57;4;2;3;4
2;5;58;4;1;4;4
1;5;59;2;4;1;1
4;5;60;1;4;2;2
4;5;61;4;1;3;3
1;5;62;4;2;3;3
2;5;63;1;1;4;1
1;5;64;2;3;1;2
3;5;65;1;2;3;3
2;5;66;3;3;4;3
3;5;67;2;4;4;1
4;5;68;3;4;2;4
4;5;69;4;4;1;2
4;5;70;4;1;1;4
1;5;71;4;2;1;4
2;5;72;1;4;1;4
4;5;73;2;4;1;2
4;5;74;4;4;1;1
4;5;75;4;4;2;4
4;5;76;4;4;1;2
4;5;77;4;4;2;4
4;5;78;4;1;1;2
1;5;79;4;1;1;1
1;5;80;1;2;2;1
2;5;81;1;2;1;1
2;5;82;2;1;1;1
1;5;83;2;3;2;4
3;5;84;1;1;3;1
1;5;85;3;2;4;2
2;5;86;1;4;2;2
4;5;87;2;2;4;3
2;5;88;4;4;4;2
4;5;89;2;3;1;4
3;5;90;4;1;2;4
1;5;91;3;1;1;2
1;5;92;1;4;4;3
4;5;93;1;1;4;4
1;5;94;4;2;2;1
2;5;95;1;3;4;2
3;5;96;2;1;4;1
1;5;97;3;4;3;2
4;5;98;1;3;2;3
3;5;99;4;3;1;4
3;5;100;3;4;4;4
4;5;101;3;2;3;2
2;5;102;4;4;3;1
4;5;103;2;2;4;1
2;5;104;4;3;4;2
3;5;105;2;1;3;2
1;5;106;3;1;4;3
1;5;107;1;1;3;3
1;5;108;1;1;4;4
1;5;109;1;3;4;2
3;5;110;1;3;4;3
3;5;111;3;2;4;4
2;5;112;3;3;3;4
3;5;113;2;3;2;4
3;5;114;3;3;4;3
3;5;115;3;1;4;1
1;5;116;3;1;2;1
1;5;117;1;2;4;4
2;5;118;1;3;2;3
3;5;119;2;4;3;3
4;5;120;3;4;2;3
4;5;121;4;3;4;2
3;5;122;4;4;4;4
4;5;123;3;2;4;4
2;5;124;4;3;1;1
3;5;125;2;1;1;4
1;5;126;3;3;2;1
3;5;127;1;2;1;3
2;5;128;3;2;4;1
2;5;129;2;0;1;3
1;6;0;0;4;2;3
4;6;1;1;2;1;4
2;6;2;4;2;1;3
2;6;3;2;4;1;4
4;6;4;2;1;3;4
1;6;5;4;3;2;4
3;6;6;1;1;2;3
1;6;7;3;1;2;4
1;6;8;1;3;3;1
3;6;9;1;1;1;1
1;6;10;3;1;1;3
1;6;11;1;2;4;3
2;6;12;1;1;4;4
1;6;13;2;1;4;1
1;6;14;1;1;1;4
1;6;15;1;1;3;4
1;6;16;1;2;3;1
2;6;17;1;1;4;1
1;6;18;2;1;2;3
1;6;19;1;4;4;2
4;6;20;1;1;2;2
1;6;21;4;2;1;1
2;6;22;1;1;1;3
1;6;23;2;2;2;2
2;6;24;1;4;2;2
4;6;25;2;2;3;1
2;6;26;4;4;2;1
4;6;27;2;2;2;3
2;6;28;4;1;1;3
1;6;29;2;2;3;2
2;6;30;1;1;1;3
1;6;31;2;4;3;3
4;6;32;1;4;3;2
4;6;33;4;1;2;3
1;6;34;4;1;2;1
1;6;35;1;4;2;3
4;6;36;1;1;1;3
1;6;37;4;2;2;3
2;6;38;1;2;1;1
2;6;39;2;4;1;2
4;6;40;2;4;4;2
4;6;41;4;1;3;4
1;6;42;4;3;3;2
3;6;43;1;4;4;3
4;6;44;3;3;3;1
3;6;45;4;3;2;3
3;6;46;3;1;3;3
1;6;47;3;4;3;3
4;6;48;1;3;1;3
3;6;49;4;2;2;1
2;6;50;3;2;1;3
2;6;51;2;4;3;2
4;6;52;2;1;4;4
1;6;53;4;4;3;1
4;6;54;1;4;3;2
4;6;55;4;4;1;3
4;6;56;4;4;4;1
4;6;57;4;4;4;2
4;6;58;4;1;2;2
1;6;59;4;2;1;3
2;6;60;1;3;4;2
3;6;61;2;3;4;1
3;6;62;3;1;1;2
1;6;63;3;2;2;2
2;6;64;1;3;1;2
3;6;65;2;3;3;4
3;6;66;3;1;2;1
1;6;67;3;4;3;1
4;6;68;1;2;4;2
2;6;69;4;4;4;2
4;6;70;2;4;4;4
4;6;71;4;4;1;3
4;6;72;4;2;2;1
2;6;73;4;1;4;3
1;6;74;2;4;4;3
4;6;75;1;2;4;1
2;6;76;4;4;4;2
4;6;77;2;2;4;3
2;6;78;4;1;4;1
1;6;79;2;1;1;4
1;6;80;1;1;1;3
1;6;81;1;1;2;1
1;6;82;1;4;2;2
4;6;83;1;1;1;1
1;6;84;4;2;3;4
2;6;85;1;2;1;4
2;6;86;2;3;2;4
3;6;87;2;2;4;4
2;6;88;3;4;2;1
4;6;89;2;4;4;2
4;6;90;4;2;3;4
2;6;91;4;3;1;4
3;6;92;2;4;1;1
4;6;93;3;1;4;1
1;6;94;4;2;1;2
2;6;95;1;1;2;3
1;6;96;2;2;3;1
2;6;97;1;3;1;1
3;6;98;2;4;4;2
4;6;99;3;4;3;2
4;6;100;4;2;3;2
2;6;101;4;1;4;2
1;6;102;2;1;2;3
1;6;103;1;2;4;4
2;6;104;1;2;2;4
2;6;105;2;3;3;2
3;6;106;2;3;1;2
3;6;107;3;4;1;3
4;6;108;3;2;1;3
2;6;109;4;3;1;3
3;6;110;2;4;3;4
4;6;111;3;4;3;4
4;6;112;4;4;2;2
4;6;113;4;3;3;4
3;6;114;4;1;3;4
1;6;115;3;1;3;2
1;6;116;1;4;1;2
4;6;117;1;3;1;1
3;6;118;4;3;2;3
3;6;119;3;3;3;4
3;6;120;3;2;4;4
2;6;121;3;4;4;3
4;6;122;2;4;3;4
4;6;123;4;1;4;4
1;6;124;4;4;2;1
4;6;125;1;1;3;2
1;6;126;4;3;1;4
3;6;127;1;1;3;3
1;6;128;3;3;2;2
3;6;129;1;0;2;2
3;7;0;0;4;1;2
4;7;1;3;3;4;1
3;7;2;4;4;2;1
4;7;3;3;4;2;1
4;7;4;4;4;4;3
4;7;5;4;3;1;1
3;7;6;4;4;3;3
4;7;7;3;1;1;2
1;7;8;4;1;1;4
1;7;9;1;3;3;2
3;7;10;1;3;1;3
3;7;11;3;4;1;1
4;7;12;3;1;2;1
1;7;13;4;4;1;4
4;7;14;1;4;1;1
4;7;15;4;1;1;1
1;7;16;4;1;1;2
1;7;17;1;3;2;3
3;7;18;1;2;1;1
2;7;19;3;2;1;1
2;7;20;2;1;4;2
1;7;21;2;3;1;1
3;7;22;1;2;2;4
2;7;23;3;2;1;4
2;7;24;2;1;2;2
1;7;25;2;1;4;2
1;7;26;1;3;2;4
3;7;27;1;3;4;3
3;7;28;3;2;2;3
2;7;29;3;3;1;4
3;7;30;2;3;2;2
3;7;31;3;2;1;4
2;7;32;3;3;4;1
3;7;33;2;1;4;2
1;7;34;3;3;1;2
3;7;35;1;3;1;4
3;7;36;3;3;4;3
3;7;37;3;1;1;3
1;7;38;3;2;2;4
2;7;39;1;2;2;3
2;7;40;2;4;4;1
4;7;41;2;2;4;2
2;7;42;4;3;1;2
3;7;43;2;1;3;4
1;7;44;3;3;4;1
3;7;45;1;3;3;4
3;7;46;3;3;3;4
3;7;47;3;3;1;2
3;7;48;3;1;4;3
1;7;49;3;3;3;4
3;7;50;1;2;2;1
2;7;51;3;4;2;4
4;7;52;2;1;4;3
1;7;53;4;2;1;4
2;7;54;1;3;4;2
3;7;55;2;1;4;2
1;7;56;3;2;4;1
2;7;57;1;2;4;3
2;7;58;2;3;4;3
3;7;59;2;2;1;4
2;7;60;3;1;2;1
1;7;61;2;2;3;2
2;7;62;1;2;3;2
2;7;63;2;2;1;3
2;7;64;2;4;2;3
4;7;65;2;1;3;1
1;7;66;4;1;3;2
1;7;67;1;2;1;1
2;7;68;1;2;4;2
2;7;69;2;4;2;1
4;7;70;2;3;4;4
3;7;71;4;1;4;4
1;7;72;3;3;4;2
3;7;73;1;3;2;1
3;7;74;3;1;1;4
1;7;75;3;2;4;1
2;7;76;1;3;2;4
3;7;77;2;1;4;3
1;7;78;3;4;2;1
4;7;79;1;3;1;4
3;7;80;4;1;1;3
1;7;81;3;2;1;4
2;7;82;1;1;1;2
1;7;83;2;4;4;2
4;7;84;1;4;1;2
4;7;85;4;4;2;3
4;7;86;4;4;2;3
4;7;87;4;1;3;2
