1;4;1000;1;false;true;false
4;241;0;0;0;4;3
3;242;0;0;0;4;4
4;243;0;0;0;3;1
1;244;0;0;0;4;1
1;245;0;0;0;1;3
3;246;0;0;0;1;1
1;247;0;0;0;3;3
3;248;0;0;0;1;3
3;249;0;0;0;3;2
2;250;0;0;0;3;4
4;251;0;0;0;2;2
2;252;0;0;0;4;2
2;253;0;0;0;2;3
3;254;0;0;0;2;3
3;255;0;0;0;3;1
1;256;0;0;0;3;4
4;257;0;0;0;1;2
2;258;0;0;0;4;4
4;259;0;0;0;2;3
3;260;0;0;0;4;2
2;261;0;0;0;3;4
4;262;0;0;0;2;1
1;263;0;0;0;4;2
2;264;0;0;0;1;1
1;265;0;0;0;2;2
2;266;0;0;0;1;3
3;267;0;0;0;2;4
4;268;0;0;0;3;2
2;269;0;0;0;4;4
4;270;0;0;0;2;1
1;271;0;0;0;4;2
2;272;0;0;0;1;2
2;273;0;0;0;2;3
3;274;0;0;0;2;3
3;275;0;0;0;3;3
3;276;0;0;0;3;2
2;277;0;0;0;3;1
1;278;0;0;0;2;2
2;279;0;0;0;1;2
2;280;0;0;0;2;1
1;281;0;0;0;2;3
3;282;0;0;0;1;1
1;283;0;0;0;3;1
1;284;0;0;0;1;1
1;285;0;0;0;1;2
2;286;0;0;0;1;1
1;287;0;0;0;2;4
4;288;0;0;0;1;1
1;289;0;0;0;4;4
4;290;0;0;0;1;3
3;291;0;0;0;4;1
1;292;0;0;0;3;3
3;293;0;0;0;1;3
3;294;0;0;0;3;1
1;295;0;0;0;3;3
3;296;0;0;0;1;4
4;297;0;0;0;3;1
1;298;0;0;0;4;1
1;299;0;0;0;1;1
1;300;0;0;0;1;2
2;301;0;0;0;1;3
3;302;0;0;0;2;4
4;303;0;0;0;3;2
2;304;0;0;0;4;3
3;305;0;0;0;2;3
3;306;0;0;0;3;4
4;307;0;0;0;3;1
1;308;0;0;0;4;3
3;309;0;0;0;1;1
1;310;0;0;0;3;1
1;311;0;0;0;1;2
2;312;0;0;0;1;4
4;313;0;0;0;2;2
2;314;0;0;0;4;4
4;315;0;0;0;2;4
4;316;0;0;0;4;1
1;317;0;0;0;4;1
1;318;0;0;0;1;1
1;319;0;0;0;1;2
2;320;0;0;0;1;2
2;321;0;0;0;2;3
3;322;0;0;0;2;3
3;323;0;0;0;3;2
2;324;0;0;0;3;3
3;325;0;0;0;2;1
1;326;0;0;0;3;2
2;327;0;0;0;1;1
1;328;0;0;0;2;1
1;329;0;0;0;1;2
2;330;0;0;0;1;4
4;331;0;0;0;2;1
1;332;0;0;0;4;3
3;333;0;0;0;1;2
2;334;0;0;0;3;3
3;335;0;0;0;2;4
4;336;0;0;0;3;1
1;337;0;0;0;4;3
3;338;0;0;0;1;1
1;339;0;0;0;3;4
4;340;0;0;0;1;4
4;341;0;0;0;4;3
3;342;0;0;0;4;4
4;343;0;0;0;3;4
4;344;0;0;0;4;4
4;345;0;0;0;4;1
1;346;0;0;0;4;2
2;347;0;0;0;1;3
3;348;0;0;0;2;1
1;349;0;0;0;3;3
3;350;0;0;0;1;4
4;351;0;0;0;3;2
2;352;0;0;0;4;3
3;353;0;0;0;2;2
2;354;0;0;0;3;1
1;355;0;0;0;2;3
3;356;0;0;0;1;2
2;357;0;0;0;3;3
3;358;0;0;0;2;2
2;359;0;0;0;3;3
3;360;0;0;0;2;1
1;361;0;0;0;3;1
1;362;0;0;0;1;1
1;363;0;0;0;1;4
4;364;0;0;0;1;3
3;365;0;0;0;4;2
2;366;0;0;0;3;1
1;367;0;0;0;2;2
2;368;0;0;0;1;4
4;369;0;0;0;2;2
2;370;0;0;0;4;3
3;371;0;0;0;2;2
2;372;0;0;0;3;4
4;373;0;0;0;2;4
4;374;0;0;0;4;2
2;375;0;0;0;4;3
3;376;0;0;0;2;2
2;377;0;0;0;3;4
4;378;0;0;0;2;2
2;379;0;0;0;4;2
2;380;0;0;0;2;3
3;381;0;0;0;2;1
1;382;0;0;0;3;2
2;383;0;0;0;1;3
3;384;0;0;0;2;1
1;385;0;0;0;3;3
3;386;0;0;0;1;3
3;387;0;0;0;3;4
4;388;0;0;0;3;3
3;389;0;0;0;4;3
3;390;0;0;0;3;1
1;391;0;0;0;3;1
1;392;0;0;0;1;1
1;393;0;0;0;1;4
4;394;0;0;0;1;3
3;395;0;0;0;4;2
2;396;0;0;0;3;3
3;397;0;0;0;2;1
1;398;0;0;0;3;3
3;399;0;0;0;1;3
3;400;0;0;0;3;3
3;401;0;0;0;3;3
3;402;0;0;0;3;1
1;403;0;0;0;3;4
4;404;0;0;0;1;1
1;405;0;0;0;4;3
3;406;0;0;0;1;4
4;407;0;0;0;3;4
4;408;0;0;0;4;2
2;409;0;0;0;4;2
2;410;0;0;0;2;2
2;411;0;0;0;2;1
1;412;0;0;0;2;1
1;413;0;0;0;1;4
4;414;0;0;0;1;4
4;415;0;0;0;4;3
3;416;0;0;0;4;3
3;417;0;0;0;3;2
2;418;0;0;0;3;3
3;419;0;0;0;2;2
2;420;0;0;0;3;3
3;421;0;0;0;2;2
2;422;0;0;0;3;2
2;423;0;0;0;2;2
2;424;0;0;0;2;3
3;425;0;0;0;2;4
4;426;0;0;0;3;1
1;427;0;0;0;4;3
3;428;0;0;0;1;4
4;429;0;0;0;3;2
2;430;0;0;0;4;3
3;431;0;0;0;2;4
4;432;0;0;0;3;3
3;433;0;0;0;4;2
2;434;0;0;0;3;1
1;435;0;0;0;2;3
3;436;0;0;0;1;4
4;437;0;0;0;3;3
3;438;0;0;0;4;1
1;439;0;0;0;3;4
4;440;0;0;0;1;3
3;441;0;0;0;4;1
1;442;0;0;0;3;1
1;443;0;0;0;1;3
3;444;0;0;0;1;4
4;445;0;0;0;3;3
3;446;0;0;0;4;1
1;447;0;0;0;3;1
1;448;0;0;0;1;2
2;449;0;0;0;1;1
1;450;0;0;0;2;4
4;451;0;0;0;1;4
4;452;0;0;0;4;3
3;453;0;0;0;4;1
1;454;0;0;0;3;4
4;455;0;0;0;1;2
2;456;0;0;0;4;3
3;457;0;0;0;2;1
1;458;0;0;0;3;4
4;459;0;0;0;1;3
3;460;0;0;0;4;2
2;461;0;0;0;3;4
4;462;0;0;0;2;1
1;463;0;0;0;4;3
3;464;0;0;0;1;1
1;465;0;0;0;3;4
4;466;0;0;0;1;2
2;467;0;0;0;4;4
4;468;0;0;0;2;3
3;469;0;0;0;4;2
2;470;0;0;0;3;4
4;471;0;0;0;2;1
1;472;0;0;0;4;2
2;473;0;0;0;1;2
2;474;0;0;0;2;1
1;475;0;0;0;2;4
4;476;0;0;0;1;4
4;477;0;0;0;4;4
4;478;0;0;0;4;4
4;479;0;0;0;4;4
4;480;0;0;0;4;4
4;481;0;0;0;4;4
4;482;0;0;0;4;2
2;483;0;0;0;4;2
2;484;0;0;0;2;3
3;485;0;0;0;2;3
3;486;0;0;0;3;2
2;487;0;0;0;3;1
1;488;0;0;0;2;2
2;489;0;0;0;1;2
2;490;0;0;0;2;3
3;491;0;0;0;2;2
2;492;0;0;0;3;4
4;493;0;0;0;2;3
3;494;0;0;0;4;1
1;495;0;0;0;3;1
1;496;0;0;0;1;1
1;497;0;0;0;1;1
1;498;0;0;0;1;2
2;499;0;0;0;1;4
4;500;0;0;0;2;4
4;501;0;0;0;4;3
3;502;0;0;0;4;4
4;503;0;0;0;3;1
1;504;0;0;0;4;3
3;505;0;0;0;1;1
1;506;0;0;0;3;4
4;507;0;0;0;1;2
2;508;0;0;0;4;4
4;509;0;0;0;2;1
1;510;0;0;0;4;1
1;511;0;0;0;1;1
1;512;0;0;0;1;3
3;513;0;0;0;1;3
3;514;0;0;0;3;3
3;515;0;0;0;3;2
2;516;0;0;0;3;1
1;517;0;0;0;2;4
4;518;0;0;0;1;1
1;519;0;0;0;4;4
4;520;0;0;0;1;4
4;521;0;0;0;4;4
4;522;0;0;0;4;1
1;523;0;0;0;4;1
1;524;0;0;0;1;1
1;525;0;0;0;1;3
3;526;0;0;0;1;3
3;527;0;0;0;3;3
3;528;0;0;0;3;4
4;529;0;0;0;3;4
4;530;0;0;0;4;3
3;531;0;0;0;4;4
4;532;0;0;0;3;4
4;533;0;0;0;4;2
2;534;0;0;0;4;3
3;535;0;0;0;2;4
4;536;0;0;0;3;1
1;537;0;0;0;4;4
4;538;0;0;0;1;4
4;539;0;0;0;4;4
4;540;0;0;0;4;1
1;541;0;0;0;4;3
3;542;0;0;0;1;2
2;543;0;0;0;3;3
3;544;0;0;0;2;4
4;545;0;0;0;3;1
1;546;0;0;0;4;4
4;547;0;0;0;1;4
4;548;0;0;0;4;2
2;549;0;0;0;4;2
2;550;0;0;0;2;4
4;551;0;0;0;2;4
4;552;0;0;0;4;1
1;553;0;0;0;4;3
3;554;0;0;0;1;2
2;555;0;0;0;3;2
2;556;0;0;0;2;2
2;557;0;0;0;2;1
1;558;0;0;0;2;4
4;559;0;0;0;1;4
4;560;0;0;0;4;1
1;561;0;0;0;4;2
2;562;0;0;0;1;4
4;563;0;0;0;2;3
3;564;0;0;0;4;3
3;565;0;0;0;3;4
4;566;0;0;0;3;1
1;567;0;0;0;4;3
3;568;0;0;0;1;1
1;569;0;0;0;3;1
1;570;0;0;0;1;1
1;571;0;0;0;1;4
4;572;0;0;0;1;2
2;573;0;0;0;4;3
3;574;0;0;0;2;2
2;575;0;0;0;3;4
4;576;0;0;0;2;2
2;577;0;0;0;4;2
2;578;0;0;0;2;4
4;579;0;0;0;2;4
4;580;0;0;0;4;3
3;581;0;0;0;4;1
1;582;0;0;0;3;1
1;583;0;0;0;1;1
1;584;0;0;0;1;4
4;585;0;0;0;1;2
2;586;0;0;0;4;3
3;587;0;0;0;2;1
1;588;0;0;0;3;4
4;589;0;0;0;1;4
4;590;0;0;0;4;2
2;591;0;0;0;4;4
4;592;0;0;0;2;1
1;593;0;0;0;4;2
2;594;0;0;0;1;3
3;595;0;0;0;2;4
4;596;0;0;0;3;1
1;597;0;0;0;4;2
2;598;0;0;0;1;4
4;599;0;0;0;2;3
3;600;0;0;0;4;2
2;601;0;0;0;3;1
1;602;0;0;0;2;4
4;603;0;0;0;1;1
1;604;0;0;0;4;3
3;605;0;0;0;1;2
2;606;0;0;0;3;4
4;607;0;0;0;2;2
2;608;0;0;0;4;1
1;609;0;0;0;2;3
3;610;0;0;0;1;1
1;611;0;0;0;3;3
3;612;0;0;0;1;2
2;613;0;0;0;3;3
3;614;0;0;0;2;4
4;615;0;0;0;3;1
1;616;0;0;0;4;1
1;617;0;0;0;1;1
1;618;0;0;0;1;4
4;619;0;0;0;1;4
4;620;0;0;0;4;3
3;621;0;0;0;4;1
1;622;0;0;0;3;3
3;623;0;0;0;1;2
2;624;0;0;0;3;2
2;625;0;0;0;2;3
3;626;0;0;0;2;3
3;627;0;0;0;3;2
2;628;0;0;0;3;2
2;629;0;0;0;2;2
2;630;0;0;0;2;3
3;631;0;0;0;2;2
2;632;0;0;0;3;4
4;633;0;0;0;2;2
2;634;0;0;0;4;1
1;635;0;0;0;2;1
1;636;0;0;0;1;3
3;637;0;0;0;1;4
4;638;0;0;0;3;3
3;639;0;0;0;4;2
2;640;0;0;0;3;2
2;641;0;0;0;2;3
3;642;0;0;0;2;1
1;643;0;0;0;3;3
3;644;0;0;0;1;4
4;645;0;0;0;3;1
1;646;0;0;0;4;3
3;647;0;0;0;1;3
3;648;0;0;0;3;3
3;649;0;0;0;3;3
3;650;0;0;0;3;3
3;651;0;0;0;3;3
3;652;0;0;0;3;3
3;653;0;0;0;3;2
2;654;0;0;0;3;4
4;655;0;0;0;2;2
2;656;0;0;0;4;1
1;657;0;0;0;2;1
1;658;0;0;0;1;1
1;659;0;0;0;1;1
1;660;0;0;0;1;2
2;661;0;0;0;1;3
3;662;0;0;0;2;1
1;663;0;0;0;3;1
1;664;0;0;0;1;4
4;665;0;0;0;1;4
4;666;0;0;0;4;4
4;667;0;0;0;4;4
4;668;0;0;0;4;3
3;669;0;0;0;4;1
1;670;0;0;0;3;4
4;671;0;0;0;1;3
3;672;0;0;0;4;4
4;673;0;0;0;3;1
1;674;0;0;0;4;1
1;675;0;0;0;1;3
3;676;0;0;0;1;3
3;677;0;0;0;3;3
3;678;0;0;0;3;1
1;679;0;0;0;3;2
2;680;0;0;0;1;4
4;681;0;0;0;2;3
3;682;0;0;0;4;2
2;683;0;0;0;3;1
1;684;0;0;0;2;1
1;685;0;0;0;1;3
3;686;0;0;0;1;3
3;687;0;0;0;3;3
3;688;0;0;0;3;1
1;689;0;0;0;3;4
4;690;0;0;0;1;3
3;691;0;0;0;4;4
4;692;0;0;0;3;1
1;693;0;0;0;4;3
3;694;0;0;0;1;1
1;695;0;0;0;3;2
2;696;0;0;0;1;4
4;697;0;0;0;2;3
3;698;0;0;0;4;2
2;699;0;0;0;3;4
4;700;0;0;0;2;1
1;701;0;0;0;4;1
1;702;0;0;0;1;3
3;703;0;0;0;1;1
1;704;0;0;0;3;3
3;705;0;0;0;1;4
4;706;0;0;0;3;1
1;707;0;0;0;4;4
4;708;0;0;0;1;2
2;709;0;0;0;4;3
3;710;0;0;0;2;3
3;711;0;0;0;3;2
2;712;0;0;0;3;2
2;713;0;0;0;2;1
1;714;0;0;0;2;1
1;715;0;0;0;1;3
3;716;0;0;0;1;3
3;717;0;0;0;3;4
4;718;0;0;0;3;2
2;719;0;0;0;4;4
4;720;0;0;0;2;4
4;721;0;0;0;4;2
2;722;0;0;0;4;4
4;723;0;0;0;2;1
1;724;0;0;0;4;3
3;725;0;0;0;1;4
4;726;0;0;0;3;4
4;727;0;0;0;4;3
3;728;0;0;0;4;4
4;729;0;0;0;3;2
2;730;0;0;0;4;2
2;731;0;0;0;2;4
4;732;0;0;0;2;3
3;733;0;0;0;4;2
2;734;0;0;0;3;4
4;735;0;0;0;2;3
3;736;0;0;0;4;3
3;737;0;0;0;3;1
1;738;0;0;0;3;2
2;739;0;0;0;1;2
2;740;0;0;0;2;3
3;741;0;0;0;2;2
2;742;0;0;0;3;2
2;743;0;0;0;2;2
2;744;0;0;0;2;3
3;745;0;0;0;2;2
2;746;0;0;0;3;2
2;747;0;0;0;2;1
1;748;0;0;0;2;3
3;749;0;0;0;1;4
4;750;0;0;0;3;4
4;751;0;0;0;4;2
2;752;0;0;0;4;3
3;753;0;0;0;2;1
1;754;0;0;0;3;3
3;755;0;0;0;1;4
4;756;0;0;0;3;2
2;757;0;0;0;4;3
3;758;0;0;0;2;4
4;759;0;0;0;3;3
3;760;0;0;0;4;2
2;761;0;0;0;3;2
2;762;0;0;0;2;2
2;763;0;0;0;2;3
3;764;0;0;0;2;1
1;765;0;0;0;3;4
4;766;0;0;0;1;2
2;767;0;0;0;4;3
3;768;0;0;0;2;2
2;769;0;0;0;3;4
4;770;0;0;0;2;2
2;771;0;0;0;4;1
1;772;0;0;0;2;1
1;773;0;0;0;1;3
3;774;0;0;0;1;4
4;775;0;0;0;3;3
3;776;0;0;0;4;4
4;777;0;0;0;3;1
1;778;0;0;0;4;3
3;779;0;0;0;1;3
3;780;0;0;0;3;2
2;781;0;0;0;3;3
3;782;0;0;0;2;3
3;783;0;0;0;3;1
1;784;0;0;0;3;4
4;785;0;0;0;1;1
1;786;0;0;0;4;1
1;787;0;0;0;1;2
2;788;0;0;0;1;4
4;789;0;0;0;2;2
2;790;0;0;0;4;3
3;791;0;0;0;2;2
2;792;0;0;0;3;1
1;793;0;0;0;2;4
4;794;0;0;0;1;2
2;795;0;0;0;4;3
3;796;0;0;0;2;3
3;797;0;0;0;3;1
1;798;0;0;0;3;4
4;799;0;0;0;1;3
3;800;0;0;0;4;1
1;801;0;0;0;3;3
3;802;0;0;0;1;2
2;803;0;0;0;3;3
3;804;0;0;0;2;1
1;805;0;0;0;3;1
1;806;0;0;0;1;1
1;807;0;0;0;1;4
4;808;0;0;0;1;1
1;809;0;0;0;4;4
4;810;0;0;0;1;2
2;811;0;0;0;4;4
4;812;0;0;0;2;4
4;813;0;0;0;4;2
2;814;0;0;0;4;2
2;815;0;0;0;2;3
3;816;0;0;0;2;3
3;817;0;0;0;3;2
2;818;0;0;0;3;4
4;819;0;0;0;2;1
1;820;0;0;0;4;4
4;821;0;0;0;1;2
2;822;0;0;0;4;3
3;823;0;0;0;2;1
1;824;0;0;0;3;2
2;825;0;0;0;1;3
3;826;0;0;0;2;3
3;827;0;0;0;3;4
4;828;0;0;0;3;2
2;829;0;0;0;4;2
2;830;0;0;0;2;1
1;831;0;0;0;2;1
1;832;0;0;0;1;4
4;833;0;0;0;1;3
3;834;0;0;0;4;3
3;835;0;0;0;3;2
2;836;0;0;0;3;1
1;837;0;0;0;2;4
4;838;0;0;0;1;4
4;839;0;0;0;4;4
4;840;0;0;0;4;1
1;841;0;0;0;4;3
3;842;0;0;0;1;2
2;843;0;0;0;3;3
3;844;0;0;0;2;4
4;845;0;0;0;3;3
3;846;0;0;0;4;3
3;847;0;0;0;3;2
2;848;0;0;0;3;1
1;849;0;0;0;2;1
1;850;0;0;0;1;3
3;851;0;0;0;1;2
2;852;0;0;0;3;4
4;853;0;0;0;2;2
2;854;0;0;0;4;3
3;855;0;0;0;2;4
4;856;0;0;0;3;4
4;857;0;0;0;4;4
4;858;0;0;0;4;1
1;859;0;0;0;4;2
2;860;0;0;0;1;4
4;861;0;0;0;2;4
4;862;0;0;0;4;3
3;863;0;0;0;4;1
1;864;0;0;0;3;2
2;865;0;0;0;1;1
1;866;0;0;0;2;1
1;867;0;0;0;1;3
3;868;0;0;0;1;4
4;869;0;0;0;3;3
3;870;0;0;0;4;2
2;871;0;0;0;3;4
4;872;0;0;0;2;4
4;873;0;0;0;4;2
2;874;0;0;0;4;2
2;875;0;0;0;2;3
3;876;0;0;0;2;1
1;877;0;0;0;3;1
1;878;0;0;0;1;1
1;879;0;0;0;1;2
2;880;0;0;0;1;1
1;881;0;0;0;2;4
4;882;0;0;0;1;1
1;883;0;0;0;4;3
3;884;0;0;0;1;4
4;885;0;0;0;3;4
4;886;0;0;0;4;1
1;887;0;0;0;4;3
3;888;0;0;0;1;4
4;889;0;0;0;3;1
1;890;0;0;0;4;1
1;891;0;0;0;1;2
2;892;0;0;0;1;2
2;893;0;0;0;2;4
4;894;0;0;0;2;2
2;895;0;0;0;4;3
3;896;0;0;0;2;2
2;897;0;0;0;3;4
4;898;0;0;0;2;4
4;899;0;0;0;4;1
1;900;0;0;0;4;3
3;901;0;0;0;1;1
1;902;0;0;0;3;3
3;903;0;0;0;1;2
2;904;0;0;0;3;2
2;905;0;0;0;2;1
1;906;0;0;0;2;3
3;907;0;0;0;1;3
3;908;0;0;0;3;4
4;909;0;0;0;3;4
4;910;0;0;0;4;3
3;911;0;0;0;4;1
1;912;0;0;0;3;1
1;913;0;0;0;1;1
1;914;0;0;0;1;4
4;915;0;0;0;1;3
3;916;0;0;0;4;2
2;917;0;0;0;3;1
1;918;0;0;0;2;4
4;919;0;0;0;1;1
1;920;0;0;0;4;4
4;921;0;0;0;1;4
4;922;0;0;0;4;1
1;923;0;0;0;4;3
3;924;0;0;0;1;1
1;925;0;0;0;3;1
1;926;0;0;0;1;4
4;927;0;0;0;1;2
2;928;0;0;0;4;4
4;929;0;0;0;2;1
1;930;0;0;0;4;1
1;931;0;0;0;1;2
2;932;0;0;0;1;1
1;933;0;0;0;2;4
4;934;0;0;0;1;2
2;935;0;0;0;4;2
2;936;0;0;0;2;1
1;937;0;0;0;2;2
2;938;0;0;0;1;2
2;939;0;0;0;2;3
3;940;0;0;0;2;4
4;941;0;0;0;3;1
1;942;0;0;0;4;3
3;943;0;0;0;1;4
4;944;0;0;0;3;1
1;945;0;0;0;4;2
2;946;0;0;0;1;4
4;947;0;0;0;2;3
3;948;0;0;0;4;4
4;949;0;0;0;3;1
1;950;0;0;0;4;1
1;951;0;0;0;1;1
1;952;0;0;0;1;2
2;953;0;0;0;1;2
2;954;0;0;0;2;1
1;955;0;0;0;2;2
2;956;0;0;0;1;3
3;957;0;0;0;2;1
1;958;0;0;0;3;1
1;959;0;0;0;1;4
4;960;0;0;0;1;2
2;961;0;0;0;4;2
2;962;0;0;0;2;1
1;963;0;0;0;2;3
3;964;0;0;0;1;3
3;965;0;0;0;3;4
4;966;0;0;0;3;2
2;967;0;0;0;4;1
1;968;0;0;0;2;2
2;969;0;0;0;1;2
2;970;0;0;0;2;4
4;971;0;0;0;2;4
4;972;0;0;0;4;4
4;973;0;0;0;4;3
3;974;0;0;0;4;3
3;975;0;0;0;3;2
2;976;0;0;0;3;2
2;977;0;0;0;2;2
2;978;0;0;0;2;4
4;979;0;0;0;2;2
2;980;0;0;0;4;1
1;981;0;0;0;2;2
2;982;0;0;0;1;1
1;983;0;0;0;2;3
3;984;0;0;0;1;2
2;985;0;0;0;3;1
1;986;0;0;0;2;2
2;987;0;0;0;1;1
1;988;0;0;0;2;3
3;989;0;0;0;1;2
2;990;0;0;0;3;2
2;991;0;0;0;2;4
4;992;0;0;0;2;1
1;993;0;0;0;4;1
1;994;0;0;0;1;4
4;995;0;0;0;1;1
1;996;0;0;0;4;4
