2;4;10;90;false;true;false
2;1;36;4;2;1;4
2;1;37;2;2;3;1
2;1;38;2;2;4;4
2;1;39;2;3;4;4
3;1;40;2;3;2;2
3;1;41;3;3;2;1
3;1;42;3;3;4;1
3;1;43;3;3;4;4
3;1;44;3;3;1;2
3;1;45;3;2;2;3
2;1;46;3;4;3;1
4;1;47;2;2;4;4
2;1;48;4;3;4;4
3;1;49;2;1;2;2
1;1;50;3;1;1;2
1;1;51;1;1;1;4
1;1;52;1;4;3;2
4;1;53;1;4;2;1
4;1;54;4;4;4;4
4;1;55;4;2;4;2
2;1;56;4;2;1;3
2;1;57;2;2;3;2
2;1;58;2;3;1;4
3;1;59;2;1;4;3
1;1;60;3;4;2;1
4;1;61;1;1;1;4
1;1;62;4;2;2;3
2;1;63;1;1;3;4
1;1;64;2;3;4;4
3;1;65;1;2;2;3
2;1;66;3;3;1;3
3;1;67;2;1;1;4
1;1;68;3;1;4;3
1;1;69;1;2;2;2
2;1;70;1;4;3;1
4;1;71;2;3;1;3
3;1;72;4;3;4;3
3;1;73;3;2;4;2
2;1;74;3;4;2;4
4;1;75;2;1;2;3
1;1;76;4;3;2;2
3;1;77;1;3;2;2
3;1;78;3;3;1;3
3;1;79;3;1;4;4
1;1;80;3;4;3;2
4;1;81;1;2;3;2
2;1;82;4;4;2;4
4;1;83;2;4;4;1
4;1;84;4;4;4;3
4;1;85;4;4;4;3
4;1;86;4;4;2;1
4;1;87;4;3;4;1
3;1;88;4;3;3;3
3;1;89;3;0;1;3
2;2;0;0;1;1;1
1;2;1;2;1;2;3
1;2;2;1;4;3;1
4;2;3;1;3;3;3
3;2;4;4;4;2;1
4;2;5;3;2;4;1
2;2;6;4;2;3;4
2;2;7;2;3;4;2
3;2;8;2;3;4;2
3;2;9;3;4;4;4
4;2;10;3;1;3;1
1;2;11;4;2;2;3
2;2;12;1;2;1;4
2;2;13;2;1;2;4
1;2;14;2;3;2;4
3;2;15;1;4;1;3
4;2;16;3;2;3;4
2;2;17;4;4;1;4
4;2;18;2;3;4;4
3;2;19;4;4;2;3
4;2;20;3;1;2;3
1;2;21;4;1;3;1
1;2;22;1;4;3;4
4;2;23;1;3;3;2
3;2;24;4;1;3;3
1;2;25;3;4;3;2
4;2;26;1;3;1;3
3;2;27;4;4;2;3
4;2;28;3;3;1;4
3;2;29;4;4;2;3
4;2;30;3;4;2;1
4;2;31;4;1;3;1
1;2;32;4;2;1;2
2;2;33;1;2;1;3
2;2;34;2;3;4;3
3;2;35;2;4;4;2
4;2;36;3;1;2;2
1;2;37;4;4;2;1
4;2;38;1;4;2;4
4;2;39;4;2;2;1
2;2;40;4;1;3;3
1;2;41;2;1;3;4
1;2;42;1;4;3;4
4;2;43;1;2;3;1
2;2;44;4;3;3;3
3;2;45;2;1;3;2
1;2;46;3;4;2;3
4;2;47;1;4;4;4
4;2;48;4;2;2;1
2;2;49;4;2;3;4
2;2;50;2;4;1;2
4;2;51;2;2;1;2
2;2;52;4;1;1;1
1;2;53;2;4;4;3
4;2;54;1;2;4;3
2;2;55;4;3;4;3
3;2;56;2;2;2;4
2;2;57;3;4;2;3
4;2;58;2;3;2;4
3;2;59;4;1;3;3
1;2;60;3;4;1;2
4;2;61;1;3;4;3
3;2;62;4;4;1;1
4;2;63;3;4;2;1
4;2;64;4;3;1;2
3;2;65;4;3;3;4
3;2;66;3;4;2;3
4;2;67;3;3;3;2
3;2;68;4;2;1;3
2;2;69;3;1;1;2
1;2;70;2;3;2;1
3;2;71;1;3;4;3
3;2;72;3;2;3;1
2;2;73;3;4;3;3
4;2;74;2;3;2;4
3;2;75;4;2;4;2
2;2;76;3;2;1;1
2;2;77;2;3;3;3
3;2;78;2;4;3;1
4;2;79;3;2;3;2
2;2;80;4;2;1;3
2;2;81;2;4;4;2
4;2;82;2;1;2;3
1;2;83;4;3;4;3
3;2;84;1;3;4;1
3;2;85;3;1;4;4
1;2;86;3;1;4;4
1;2;87;1;3;4;4
3;2;88;1;3;3;4
3;2;89;3;0;3;3
1;3;0;0;3;2;4
3;3;1;1;1;1;3
1;3;2;3;3;1;2
3;3;3;1;1;4;3
1;3;4;3;1;3;3
1;3;5;1;4;4;4
4;3;6;1;2;2;1
2;3;7;4;2;2;3
2;3;8;2;4;3;4
4;3;9;2;1;3;2
1;3;10;4;3;4;3
3;3;11;1;4;1;4
4;3;12;3;4;2;4
4;3;13;4;4;2;2
4;3;14;4;3;1;1
3;3;15;4;4;3;3
4;3;16;3;4;4;1
4;3;17;4;4;2;1
4;3;18;4;3;4;4
3;3;19;4;3;3;3
3;3;20;3;1;4;3
1;3;21;3;4;1;2
4;3;22;1;2;1;3
2;3;23;4;3;4;3
3;3;24;2;2;3;2
2;3;25;3;3;1;4
3;3;26;2;3;4;2
3;3;27;3;4;3;1
4;3;28;3;3;4;2
3;3;29;4;1;3;1
1;3;30;3;1;4;1
1;3;31;1;2;4;4
2;3;32;1;3;1;2
3;3;33;2;3;2;4
3;3;34;3;2;2;1
2;3;35;3;2;3;3
2;3;36;2;1;4;4
1;3;37;2;4;1;3
4;3;38;1;1;4;4
1;3;39;4;3;4;2
3;3;40;1;4;2;4
4;3;41;3;4;1;2
4;3;42;4;1;1;3
1;3;43;4;3;4;2
3;3;44;1;2;2;4
2;3;45;3;3;3;1
3;3;46;2;4;1;3
4;3;47;3;1;4;3
1;3;48;4;4;4;2
4;3;49;1;2;2;1
2;3;50;4;2;2;2
2;3;51;2;1;4;2
1;3;52;2;3;2;4
3;3;53;1;3;1;1
3;3;54;3;3;4;2
3;3;55;3;4;2;3
4;3;56;3;3;3;1
3;3;57;4;4;2;3
4;3;58;3;3;4;4
3;3;59;4;2;3;2
2;3;60;3;3;1;2
3;3;61;2;1;4;1
1;3;62;3;1;3;3
1;3;63;1;2;4;2
2;3;64;1;4;4;3
4;3;65;2;3;3;1
3;3;66;4;2;3;2
2;3;67;3;3;4;2
3;3;68;2;2;3;1
2;3;69;3;1;2;1
1;3;70;2;3;1;3
3;3;71;1;1;3;2
1;3;72;3;3;3;1
3;3;73;1;4;2;3
4;3;74;3;2;4;4
2;3;75;4;1;3;2
1;3;76;2;3;2;3
3;3;77;1;1;2;4
1;3;78;3;2;3;3
2;3;79;1;3;4;4
3;3;80;2;2;2;1
2;3;81;3;3;2;2
3;3;82;2;3;4;1
3;3;83;3;1;1;3
1;3;84;3;4;3;1
4;3;85;1;4;3;2
4;3;86;4;4;1;1
4;3;87;4;4;1;4
4;3;88;4;3;3;2
3;3;89;4;0;3;3
4;4;0;0;3;1;2
3;4;1;4;2;3;2
2;4;2;3;3;1;1
3;4;3;2;3;3;4
3;4;4;3;4;1;1
4;4;5;3;1;1;1
1;4;6;4;3;4;1
3;4;7;1;4;2;2
4;4;8;3;2;2;4
2;4;9;4;3;4;4
3;4;10;2;4;1;3
4;4;11;3;4;3;1
4;4;12;4;2;4;1
2;4;13;4;1;4;4
1;4;14;2;3;4;2
3;4;15;1;1;3;3
1;4;16;3;1;4;3
1;4;17;1;4;4;3
4;4;18;1;3;4;2
3;4;19;4;3;3;2
3;4;20;3;2;3;3
2;4;21;3;3;1;3
3;4;22;2;3;4;4
3;4;23;3;2;2;1
2;4;24;3;4;3;3
4;4;25;2;2;2;2
2;4;26;4;1;3;4
1;4;27;2;2;3;4
2;4;28;1;1;4;1
1;4;29;2;1;3;2
1;4;30;1;4;1;3
4;4;31;1;2;1;2
2;4;32;4;4;2;2
4;4;33;2;1;3;4
1;4;34;4;3;3;4
3;4;35;1;4;2;2
4;4;36;3;3;2;4
3;4;37;4;4;1;4
4;4;38;3;2;4;4
2;4;39;4;4;1;1
4;4;40;2;2;3;2
2;4;41;4;3;4;2
3;4;42;2;2;4;4
2;4;43;3;4;1;1
4;4;44;2;1;3;3
1;4;45;4;3;2;4
3;4;46;1;3;3;2
3;4;47;3;2;4;4
2;4;48;3;1;1;3
1;4;49;2;2;4;1
2;4;50;1;2;2;3
2;4;51;2;4;2;4
4;4;52;2;1;1;1
1;4;53;4;2;3;4
2;4;54;1;3;3;2
3;4;55;2;1;3;3
1;4;56;3;3;4;2
3;4;57;1;4;3;4
4;4;58;3;2;4;4
2;4;59;4;2;3;3
2;4;60;2;1;2;1
1;4;61;2;3;3;3
3;4;62;1;2;1;4
2;4;63;3;3;1;3
3;4;64;2;1;2;4
1;4;65;3;2;4;1
2;4;66;1;2;3;1
2;4;67;2;1;2;1
1;4;68;2;1;3;3
1;4;69;1;3;2;3
3;4;70;1;2;1;4
2;4;71;3;1;3;2
1;4;72;2;3;1;2
3;4;73;1;4;3;2
4;4;74;3;2;4;4
2;4;75;4;3;2;3
3;4;76;2;4;1;1
4;4;77;3;3;3;4
3;4;78;4;4;1;4
4;4;79;3;1;2;3
1;4;80;4;2;3;2
2;4;81;1;1;2;1
1;4;82;2;3;3;2
3;4;83;1;1;3;2
1;4;84;3;2;1;2
2;4;85;1;1;4;4
1;4;86;2;4;4;4
4;4;87;1;2;4;3
2;4;88;4;3;4;1
3;4;89;2;0;3;1
2;5;0;0;2;4;1
2;5;1;2;1;3;4
1;5;2;2;4;2;1
4;5;3;1;1;3;1
1;5;4;4;1;3;3
1;5;5;1;1;4;4
1;5;6;1;2;1;3
2;5;7;1;4;3;3
4;5;8;2;4;4;4
4;5;9;4;3;2;3
3;5;10;4;1;3;1
1;5;11;3;1;4;3
1;5;12;1;4;4;1
4;5;13;1;2;2;1
2;5;14;4;3;1;3
3;5;15;2;3;3;1
3;5;16;3;3;1;1
3;5;17;3;2;1;3
2;5;18;3;2;4;4
2;5;19;2;3;3;4
3;5;20;2;3;3;2
3;5;21;3;4;2;2
4;5;22;3;1;3;2
1;5;23;4;3;3;1
3;5;24;1;2;2;3
2;5;25;3;4;4;2
4;5;26;2;4;2;4
4;5;27;4;1;1;3
1;5;28;4;2;2;3
2;5;29;1;3;1;3
3;5;30;2;2;1;2
2;5;31;3;2;4;2
2;5;32;2;4;2;1
4;5;33;2;4;4;4
4;5;34;4;2;1;4
2;5;35;4;4;3;4
4;5;36;2;4;4;4
4;5;37;4;4;3;3
4;5;38;4;1;4;1
1;5;39;4;2;2;1
2;5;40;1;2;4;1
2;5;41;2;4;2;3
4;5;42;2;1;3;1
1;5;43;4;3;2;4
3;5;44;1;4;4;2
4;5;45;3;2;1;4
2;5;46;4;4;3;3
4;5;47;2;3;3;2
3;5;48;4;1;2;2
1;5;49;3;3;1;3
3;5;50;1;4;2;3
4;5;51;3;1;2;4
1;5;52;4;4;4;1
4;5;53;1;2;1;1
2;5;54;4;3;2;3
3;5;55;2;2;3;4
2;5;56;3;4;1;2
4;5;57;2;4;3;4
4;5;58;4;3;4;3
3;5;59;4;1;2;2
1;5;60;3;3;2;2
3;5;61;1;4;1;4
4;5;62;3;3;3;4
3;5;63;4;4;2;2
4;5;64;3;1;3;2
1;5;65;4;1;1;1
1;5;66;1;1;2;3
1;5;67;1;3;2;4
3;5;68;1;3;1;2
3;5;69;3;4;1;1
4;5;70;3;2;3;2
2;5;71;4;2;2;2
2;5;72;2;2;1;3
2;5;73;2;4;3;4
4;5;74;2;3;4;3
3;5;75;4;1;2;2
1;5;76;3;4;3;3
4;5;77;1;4;4;3
4;5;78;4;3;3;2
3;5;79;4;2;4;2
2;5;80;3;1;1;3
1;5;81;2;2;2;3
2;5;82;1;2;1;2
2;5;83;2;2;3;1
2;5;84;2;4;1;4
4;5;85;2;4;2;2
4;5;86;4;3;1;3
3;5;87;4;1;4;3
1;5;88;3;1;2;3
1;5;89;1;0;3;3
1;6;0;0;4;2;1
4;6;1;1;1;2;4
1;6;2;4;1;1;3
1;6;3;1;3;4;4
3;6;4;1;4;1;4
4;6;5;3;3;1;1
3;6;6;4;3;1;2
3;6;7;3;4;2;4
4;6;8;3;3;4;3
3;6;9;4;1;4;4
1;6;10;3;3;3;3
3;6;11;1;1;1;4
1;6;12;3;1;1;4
1;6;13;1;3;4;1
3;6;14;1;1;2;4
1;6;15;3;1;3;2
1;6;16;1;3;3;4
3;6;17;1;4;3;3
4;6;18;3;4;2;4
4;6;19;4;2;2;4
2;6;20;4;2;3;1
2;6;21;2;2;3;4
2;6;22;2;1;4;2
1;6;23;2;3;1;2
3;6;24;1;2;3;2
2;6;25;3;4;2;3
4;6;26;2;3;4;4
3;6;27;4;3;4;4
3;6;28;3;3;1;3
3;6;29;3;2;2;1
2;6;30;3;2;3;1
2;6;31;2;1;2;2
1;6;32;2;4;2;2
4;6;33;1;4;4;4
4;6;34;4;4;4;1
4;6;35;4;4;2;1
4;6;36;4;3;4;3
3;6;37;4;1;4;4
1;6;38;3;1;4;2
1;6;39;1;1;1;3
1;6;40;1;3;2;4
3;6;41;1;1;2;3
1;6;42;3;4;4;2
4;6;43;1;2;1;4
2;6;44;4;4;3;2
4;6;45;2;3;4;4
3;6;46;4;2;2;1
2;6;47;3;2;4;1
2;6;48;2;3;3;4
3;6;49;2;3;1;4
3;6;50;3;4;3;1
4;6;51;3;1;4;4
1;6;52;4;1;1;3
1;6;53;1;3;4;3
3;6;54;1;4;2;2
4;6;55;3;2;3;2
2;6;56;4;4;2;2
4;6;57;2;3;4;1
3;6;58;4;2;4;4
2;6;59;3;2;3;4
2;6;60;2;4;1;1
4;6;61;2;4;3;4
4;6;62;4;2;4;3
2;6;63;4;2;3;3
2;6;64;2;1;4;2
1;6;65;2;3;1;4
3;6;66;1;4;1;1
4;6;67;3;2;1;2
2;6;68;4;1;3;1
1;6;69;2;2;3;3
2;6;70;1;2;4;4
2;6;71;2;3;2;2
3;6;72;2;4;2;4
4;6;73;3;3;2;2
3;6;74;4;2;4;1
2;6;75;3;3;3;2
3;6;76;2;3;1;2
3;6;77;3;2;4;4
2;6;78;3;2;4;2
2;6;79;2;3;3;4
3;6;80;2;3;2;3
3;6;81;3;2;1;1
2;6;82;3;1;2;1
1;6;83;2;4;2;2
4;6;84;1;2;2;2
2;6;85;4;3;4;4
3;6;86;2;3;4;4
3;6;87;3;3;3;2
3;6;88;3;3;1;2
3;6;89;3;0;1;2
1;7;0;0;4;1;1
4;7;1;1;3;4;2
3;7;2;4;4;1;2
4;7;3;3;4;1;4
4;7;4;4;1;3;1
1;7;5;4;2;4;2
2;7;6;1;4;3;1
4;7;7;2;3;3;3
3;7;8;4;4;4;3
4;7;9;3;3;3;2
3;7;10;4;4;1;1
4;7;11;3;4;3;1
4;7;12;4;1;1;2
1;7;13;4;4;1;4
4;7;14;1;2;3;4
2;7;15;4;4;1;3
4;7;16;2;3;1;2
3;7;17;4;4;3;3
4;7;18;3;4;4;1
4;7;19;4;1;4;4
1;7;20;4;4;2;2
4;7;21;1;2;2;4
2;7;22;4;2;2;2
2;7;23;2;2;1;3
2;7;24;2;3;3;3
3;7;25;2;4;2;1
4;7;26;3;4;4;2
4;7;27;4;3;3;3
3;7;28;4;1;3;4
1;7;29;3;1;3;1
1;7;30;1;2;2;1
2;7;31;1;2;2;1
2;7;32;2;4;1;4
4;7;33;2;1;4;1
1;7;34;4;1;4;3
1;7;35;1;3;4;2
3;7;36;1;4;4;1
4;7;37;3;2;3;4
2;7;38;4;3;1;3
3;7;39;2;4;1;1
4;7;40;3;3;1;1
3;7;41;4;2;3;1
2;7;42;3;4;1;2
4;7;43;2;2;4;4
2;7;44;4;4;2;4
4;7;45;2;1;4;1
1;7;46;4;1;3;3
1;7;47;1;4;2;4
4;7;48;1;4;2;4
4;7;49;4;1;3;1
1;7;50;4;4;3;4
4;7;51;1;3;4;1
3;7;52;4;3;1;4
3;7;53;3;2;1;1
2;7;54;3;2;3;1
2;7;55;2;2;4;3
2;7;56;2;1;2;3
1;7;57;2;4;4;2
4;7;58;1;4;3;3
4;7;59;4;1;2;2
1;7;60;4;4;2;1
4;7;61;1;3;4;1
3;7;62;4;3;4;1
3;7;63;3;2;2;3
2;7;64;3;4;2;2
4;7;65;2;1;1;4
1;7;66;4;2;3;2
2;7;67;1;1;4;4
1;7;68;2;3;2;3
3;7;69;1;4;1;3
4;7;70;3;2;2;1
2;7;71;4;4;2;4
4;7;72;2;2;3;4
2;7;73;4;1;4;3
1;7;74;2;2;3;3
2;7;75;1;2;2;4
2;7;76;2;4;3;1
4;7;77;2;2;3;1
2;7;78;4;4;2;4
4;7;79;2;3;2;2
3;7;80;4;1;3;2
1;7;81;3;1;3;4
1;7;82;1;2;2;4
2;7;83;1;2;1;4
2;7;84;2;4;4;2
4;7;85;2;4;2;4
4;7;86;4;2;3;3
2;7;87;4;2;3;1
2;7;88;2;2;3;2
2;7;89;2;0;3;1
1;8;0;0;2;1;2
2;8;1;1;2;4;1
2;8;2;2;4;3;1
4;8;3;2;1;4;1
1;8;4;4;2;4;4
2;8;5;1;1;1;1
1;8;6;2;3;2;4
3;8;7;1;3;4;3
3;8;8;3;2;3;2
2;8;9;3;1;4;1
1;8;10;2;1;3;3
1;8;11;1;2;4;1
2;8;12;1;4;4;4
4;8;13;2;4;1;3
4;8;14;4;3;4;4
3;8;15;4;2;2;2
2;8;16;3;3;4;4
3;8;17;2;1;3;2
1;8;18;3;4;4;4
4;8;19;1;2;4;2
2;8;20;4;4;1;2
4;8;21;2;2;4;1
2;8;22;4;3;2;1
3;8;23;2;3;2;2
3;8;24;3;1;2;1
1;8;25;3;2;3;4
2;8;26;1;3;4;4
3;8;27;2;4;4;3
4;8;28;3;1;3;1
1;8;29;4;1;1;4
1;8;30;1;1;1;4
1;8;31;1;4;2;3
4;8;32;1;1;2;4
1;8;33;4;3;4;3
3;8;34;1;2;1;4
2;8;35;3;1;1;4
1;8;36;2;4;3;1
4;8;37;1;3;4;2
3;8;38;4;1;2;3
1;8;39;3;1;3;4
1;8;40;1;1;4;2
1;8;41;1;2;3;3
2;8;42;1;4;2;3
4;8;43;2;4;4;1
4;8;44;4;1;2;4
1;8;45;4;3;4;2
3;8;46;1;4;1;2
4;8;47;3;4;1;2
4;8;48;4;1;4;3
1;8;49;4;4;4;1
4;8;50;1;1;1;3
1;8;51;4;4;4;3
4;8;52;1;1;3;3
1;8;53;4;1;3;3
1;8;54;1;3;2;3
3;8;55;1;3;2;4
3;8;56;3;2;2;3
2;8;57;3;3;1;1
3;8;58;2;2;4;1
2;8;59;3;1;4;3
1;8;60;2;1;1;2
1;8;61;1;1;4;2
1;8;62;1;3;3;1
3;8;63;1;2;3;4
2;8;64;3;4;2;1
4;8;65;2;2;4;2
2;8;66;4;4;1;4
4;8;67;2;3;2;3
3;8;68;4;3;1;2
3;8;69;3;1;3;1
1;8;70;3;4;4;1
4;8;71;1;4;2;2
4;8;72;4;3;4;3
3;8;73;4;3;2;2
3;8;74;3;4;1;4
4;8;75;3;1;2;1
1;8;76;4;1;2;1
1;8;77;1;4;4;2
4;8;78;1;2;2;1
2;8;79;4;2;4;1
2;8;80;2;4;3;1
4;8;81;2;4;1;2
4;8;82;4;4;1;4
4;8;83;4;2;2;3
2;8;84;4;4;2;1
4;8;85;2;3;4;2
3;8;86;4;1;4;3
1;8;87;3;2;2;3
2;8;88;1;1;2;2
1;8;89;2;0;2;3
2;9;0;0;1;1;0
1;9;1;2;1;2;0
1;9;2;1;1;2;0
1;9;3;1;4;4;0
4;9;4;1;1;1;0
1;9;5;4;4;2;0
4;9;6;1;3;1;0
3;9;7;4;2;3;0
2;9;8;3;1;3;0
1;9;9;2;3;2;0
3;9;10;1;1;1;0
1;9;11;3;4;1;0
4;9;12;1;3;2;0
3;9;13;4;4;4;0
4;9;14;3;2;4;0
2;9;15;4;4;3;0
4;9;16;2;2;2;0
2;9;17;4;4;3;0
4;9;18;2;2;1;0
2;9;19;4;2;4;0
2;9;20;2;1;2;0
1;9;21;2;1;4;0
1;9;22;1;2;2;0
2;9;23;1;1;3;0
1;9;24;2;4;3;0
4;9;25;1;4;1;0
4;9;26;4;3;2;0
3;9;27;4;1;3;0
1;9;28;3;4;4;0
4;9;29;1;4;1;0
4;9;30;4;3;1;0
3;9;31;4;4;1;0
4;9;32;3;3;4;0
3;9;33;4;4;1;0
4;9;34;3;4;3;0
4;9;35;4;1;2;0
1;9;36;4;2;1;0
2;9;37;1;3;4;0
3;9;38;2;4;3;0
4;9;39;3;2;1;0
2;9;40;4;3;1;0
3;9;41;2;3;1;0
3;9;42;3;1;2;0
1;9;43;3;4;4;0
4;9;44;1;2;4;0
2;9;45;4;2;1;0
2;9;46;2;2;3;0
2;9;47;2;3;4;0
3;9;48;2;1;4;0
1;9;49;3;3;1;0
3;9;50;1;3;4;0
3;9;51;3;3;1;0
3;9;52;3;3;4;0
3;9;53;3;3;1;0
3;9;54;3;4;1;0
4;9;55;3;3;3;0
3;9;56;4;1;3;0
1;9;57;3;1;2;0
1;9;58;1;3;3;0
3;9;59;1;2;2;0
2;9;60;3;2;1;0
2;9;61;2;1;1;0
1;9;62;2;4;1;0
4;9;63;1;1;3;0
1;9;64;4;2;2;0
2;9;65;1;4;4;0
4;9;66;2;3;2;0
3;9;67;4;2;4;0
2;9;68;3;1;3;0
1;9;69;2;1;3;0
1;9;70;1;2;1;0
2;9;71;1;3;4;0
3;9;72;2;2;4;0
2;9;73;3;4;3;0
4;9;74;2;1;3;0
1;9;75;4;1;4;0
1;9;76;1;2;1;0
2;9;77;1;1;1;0
1;9;78;2;1;4;0
1;9;79;1;1;2;0
1;9;80;1;2;2;0
2;9;81;1;4;4;0
4;9;82;2;3;4;0
3;9;83;4;1;4;0
1;9;84;3;2;2;0
2;9;85;1;3;4;0
3;9;86;2;3;3;0
3;9;87;3;2;1;0
2;9;88;3;3;2;0
3;9;89;2;0;1;0
