2;40000;200;200;true;true;true
28605;0;92;5078;37939;0;20589
37939;0;93;28605;27816;0;13283
27816;0;94;37939;22089;0;10509
22089;0;95;27816;37274;0;28200
37274;0;96;22089;22954;0;15585
22954;0;97;37274;27204;0;24173
27204;0;98;22954;28556;0;27901
28556;0;99;27204;32013;0;5918
32013;0;100;28556;7955;0;10243
7955;0;101;32013;11001;0;11981
11001;0;102;7955;33694;0;36863
33694;0;103;11001;7086;0;29143
7086;0;104;33694;21380;0;17794
21380;0;105;7086;21009;0;9623
21009;0;106;21380;3696;0;22149
3696;0;107;21009;16780;0;12471
16780;0;108;3696;26416;0;30701
26416;0;109;16780;5876;0;15058
5876;0;110;26416;30580;0;33995
30580;0;111;5876;10390;0;26176
10390;0;112;30580;27911;0;29289
27911;0;113;10390;1241;0;13518
1241;0;114;27911;18461;0;487
18461;0;115;1241;32256;0;18762
32256;0;116;18461;12329;0;29330
12329;0;117;32256;16911;0;14947
16911;0;118;12329;13859;0;14398
13859;0;119;16911;22031;0;5
22031;0;120;13859;20416;0;29916
20416;0;121;22031;4667;0;31107
4667;0;122;20416;29907;0;11076
29907;0;123;4667;20116;0;33905
20116;0;124;29907;17597;0;9410
17597;0;125;20116;22293;0;37729
22293;0;126;17597;7232;0;9342
7232;0;127;22293;3957;0;20677
3957;0;128;7232;12026;0;13692
12026;0;129;3957;2855;0;2489
2855;0;130;12026;22211;0;3785
22211;0;131;2855;603;0;23359
603;0;132;22211;11861;0;6015
11861;0;133;603;338;0;34011
338;0;134;11861;32537;0;39765
32537;0;135;338;11701;0;21239
11701;0;136;32537;19960;0;33802
19960;0;137;11701;12775;0;15576
12775;0;138;19960;9990;0;4517
9990;0;139;12775;38608;0;39513
38608;0;140;9990;19577;0;13658
19577;0;141;38608;12073;0;15937
12073;0;142;19577;19155;0;28545
19155;0;143;12073;17159;0;6180
17159;0;144;19155;33811;0;32053
33811;0;145;17159;39171;0;157
39171;0;146;33811;15761;0;7325
15761;0;147;39171;7591;0;13821
7591;0;148;15761;14693;0;14068
14693;0;149;7591;25321;0;8146
25321;0;150;14693;39452;0;31938
39452;0;151;25321;8079;0;16587
8079;0;152;39452;20096;0;33188
20096;0;153;8079;4507;0;21742
4507;0;154;20096;24692;0;26692
24692;0;155;4507;27535;0;30539
27535;0;156;24692;37368;0;4254
37368;0;157;27535;17376;0;28112
17376;0;158;37368;4885;0;33245
4885;0;159;17376;10493;0;8496
10493;0;160;4885;8677;0;863
8677;0;161;10493;7578;0;35285
7578;0;162;8677;29885;0;25167
29885;0;163;7578;24358;0;8167
24358;0;164;29885;16166;0;31675
16166;0;165;24358;27830;0;38236
27830;0;166;16166;25263;0;15497
25263;0;167;27830;19452;0;36512
19452;0;168;25263;4249;0;4637
4249;0;169;19452;10082;0;29082
10082;0;170;4249;12150;0;35635
12150;0;171;10082;19269;0;11356
19269;0;172;12150;20046;0;37393
20046;0;173;19269;8845;0;8893
8845;0;174;20046;3603;0;15342
3603;0;175;8845;24085;0;24684
24085;0;176;3603;3449;0;15565
3449;0;177;24085;14657;0;37964
14657;0;178;3449;2840;0;34778
2840;0;179;14657;26084;0;20143
26084;0;180;2840;39879;0;10951
39879;0;181;26084;31751;0;32205
31751;0;182;39879;3042;0;1811
3042;0;183;31751;23950;0;2002
23950;0;184;3042;9678;0;10248
9678;0;185;23950;31351;0;23626
31351;0;186;9678;37089;0;8062
37089;0;187;31351;32453;0;13665
32453;0;188;37089;29652;0;21241
29652;0;189;32453;14908;0;13253
14908;0;190;29652;20973;0;2734
20973;0;191;14908;26960;0;17005
26960;0;192;20973;38387;0;20314
38387;0;193;26960;4315;0;24262
4315;0;194;38387;10153;0;28298
10153;0;195;4315;27775;0;135
27775;0;196;10153;869;0;19353
869;0;197;27775;10637;0;38508
10637;0;198;869;10120;0;11530
10120;0;199;10637;0;0;29606
20659;1;0;0;37626;13340;21353
37626;1;1;20659;20374;23958;31519
20374;1;2;37626;1548;14141;20658
1548;1;3;20374;21488;15259;835
21488;1;4;1548;27023;37547;4872
27023;1;5;21488;19765;30663;11120
19765;1;6;27023;7829;11414;28661
7829;1;7;19765;34361;947;13088
34361;1;8;7829;34312;27648;12508
34312;1;9;34361;1129;14861;36421
1129;1;10;34312;3947;18969;6647
3947;1;11;1129;12205;21956;11794
12205;1;12;3947;495;13914;28230
495;1;13;12205;22259;19829;36378
22259;1;14;495;39635;21836;35199
39635;1;15;22259;32221;17091;25417
32221;1;16;39635;38839;21124;12866
38839;1;17;32221;10925;4705;30504
10925;1;18;38839;18303;10881;364
18303;1;19;10925;37974;4967;34191
37974;1;20;18303;15806;12238;33585
15806;1;21;37974;10366;32358;1708
10366;1;22;15806;24870;16018;30017
24870;1;23;10366;17892;34958;23877
17892;1;24;24870;29539;27307;12549
29539;1;25;17892;20758;20241;10347
20758;1;26;29539;29179;5161;3084
29179;1;27;20758;21322;26340;20495
21322;1;28;29179;2554;33396;14095
2554;1;29;21322;22734;37320;36832
22734;1;30;2554;32153;30529;27375
32153;1;31;22734;10094;36611;31294
10094;1;32;32153;17105;7094;16356
17105;1;33;10094;36234;4357;9233
36234;1;34;17105;17331;29795;19376
17331;1;35;36234;16578;12497;9971
16578;1;36;17331;3045;30073;38930
3045;1;37;16578;11201;4832;26208
11201;1;38;3045;35407;16832;34397
35407;1;39;11201;20067;17316;30297
20067;1;40;35407;19755;22811;30133
19755;1;41;20067;30926;13873;1354
30926;1;42;19755;9453;18412;22569
9453;1;43;30926;4918;14395;17952
4918;1;44;9453;3232;5729;24889
3232;1;45;4918;7940;21642;7889
7940;1;46;3232;25561;9766;6408
25561;1;47;7940;28333;39897;31171
28333;1;48;25561;9506;26597;12162
9506;1;49;28333;26068;5283;7396
26068;1;50;9506;15116;31290;9422
15116;1;51;26068;38729;21613;34869
38729;1;52;15116;14311;25209;28958
14311;1;53;38729;683;39296;12491
683;1;54;14311;11020;18692;5987
11020;1;55;683;7199;24741;32194
7199;1;56;11020;37402;27404;27262
37402;1;57;7199;20305;23272;28484
20305;1;58;37402;12891;15969;20811
12891;1;59;20305;12677;1484;18633
12677;1;60;12891;32706;16299;33722
32706;1;61;12677;24849;35401;13241
24849;1;62;32706;16596;27756;20855
16596;1;63;24849;7646;35397;11219
7646;1;64;16596;32185;10069;3952
32185;1;65;7646;13032;34824;23182
13032;1;66;32185;32606;6213;18490
32606;1;67;13032;7995;24583;16730
7995;1;68;32606;19998;24026;38472
19998;1;69;7995;1116;13218;8924
1116;1;70;19998;39245;37174;10635
39245;1;71;1116;29508;24441;33489
29508;1;72;39245;29136;36352;9398
29136;1;73;29508;5789;25909;37078
5789;1;74;29136;27697;28634;5941
27697;1;75;5789;39564;27182;11784
39564;1;76;27697;27010;34305;3646
27010;1;77;39564;23430;18452;13505
23430;1;78;27010;11102;22971;19502
11102;1;79;23430;13822;22405;5425
13822;1;80;11102;24054;21748;14751
24054;1;81;13822;6150;12994;6462
6150;1;82;24054;22009;26475;9345
22009;1;83;6150;28165;27380;5002
28165;1;84;22009;587;21387;3288
587;1;85;28165;29471;7174;4171
29471;1;86;587;32;39616;12355
32;1;87;29471;35290;36202;11133
35290;1;88;32;5492;11493;35712
5492;1;89;35290;25155;1209;7241
25155;1;90;5492;3772;12520;18466
3772;1;91;25155;20589;5078;12690
20589;1;92;3772;13283;28605;11185
13283;1;93;20589;10509;37939;24964
10509;1;94;13283;28200;27816;19588
28200;1;95;10509;15585;22089;37602
15585;1;96;28200;24173;37274;19839
24173;1;97;15585;27901;22954;33214
27901;1;98;24173;5918;27204;17874
5918;1;99;27901;10243;28556;20285
10243;1;100;5918;11981;32013;38703
11981;1;101;10243;36863;7955;6734
36863;1;102;11981;29143;11001;20071
29143;1;103;36863;17794;33694;10715
17794;1;104;29143;9623;7086;30995
9623;1;105;17794;22149;21380;33800
22149;1;106;9623;12471;21009;31038
12471;1;107;22149;30701;3696;3411
30701;1;108;12471;15058;16780;16506
15058;1;109;30701;33995;26416;21656
33995;1;110;15058;26176;5876;34326
26176;1;111;33995;29289;30580;7296
29289;1;112;26176;13518;10390;18711
13518;1;113;29289;487;27911;25644
487;1;114;13518;18762;1241;31105
18762;1;115;487;29330;18461;32721
29330;1;116;18762;14947;32256;18122
14947;1;117;29330;14398;12329;6170
14398;1;118;14947;5;16911;37208
5;1;119;14398;29916;13859;805
29916;1;120;5;31107;22031;33539
31107;1;121;29916;11076;20416;19589
11076;1;122;31107;33905;4667;30160
33905;1;123;11076;9410;29907;11187
9410;1;124;33905;37729;20116;1138
37729;1;125;9410;9342;17597;29744
9342;1;126;37729;20677;22293;14247
20677;1;127;9342;13692;7232;4833
13692;1;128;20677;2489;3957;26307
2489;1;129;13692;3785;12026;3592
3785;1;130;2489;23359;2855;32396
23359;1;131;3785;6015;22211;7347
6015;1;132;23359;34011;603;27176
34011;1;133;6015;39765;11861;5410
39765;1;134;34011;21239;338;28840
21239;1;135;39765;33802;32537;3094
33802;1;136;21239;15576;11701;38044
15576;1;137;33802;4517;19960;3927
4517;1;138;15576;39513;12775;23760
39513;1;139;4517;13658;9990;27125
13658;1;140;39513;15937;38608;32553
15937;1;141;13658;28545;19577;30600
28545;1;142;15937;6180;12073;20094
6180;1;143;28545;32053;19155;17960
32053;1;144;6180;157;17159;8659
157;1;145;32053;7325;33811;31585
7325;1;146;157;13821;39171;11819
13821;1;147;7325;14068;15761;34173
14068;1;148;13821;8146;7591;37072
8146;1;149;14068;31938;14693;25287
31938;1;150;8146;16587;25321;7769
16587;1;151;31938;33188;39452;27058
33188;1;152;16587;21742;8079;2285
21742;1;153;33188;26692;20096;15635
26692;1;154;21742;30539;4507;15220
30539;1;155;26692;4254;24692;2889
4254;1;156;30539;28112;27535;37636
28112;1;157;4254;33245;37368;37701
33245;1;158;28112;8496;17376;31987
8496;1;159;33245;863;4885;31871
863;1;160;8496;35285;10493;1422
35285;1;161;863;25167;8677;36516
25167;1;162;35285;8167;7578;21336
8167;1;163;25167;31675;29885;32566
31675;1;164;8167;38236;24358;8276
38236;1;165;31675;15497;16166;22568
15497;1;166;38236;36512;27830;8017
36512;1;167;15497;4637;25263;26939
4637;1;168;36512;29082;19452;6931
29082;1;169;4637;35635;4249;12665
35635;1;170;29082;11356;10082;23033
11356;1;171;35635;37393;12150;36594
37393;1;172;11356;8893;19269;7021
8893;1;173;37393;15342;20046;4108
15342;1;174;8893;24684;8845;18390
24684;1;175;15342;15565;3603;21707
15565;1;176;24684;37964;24085;8238
37964;1;177;15565;34778;3449;32732
34778;1;178;37964;20143;14657;36771
20143;1;179;34778;10951;2840;6268
10951;1;180;20143;32205;26084;14609
32205;1;181;10951;1811;39879;9901
1811;1;182;32205;2002;31751;20526
2002;1;183;1811;10248;3042;10214
10248;1;184;2002;23626;23950;23159
23626;1;185;10248;8062;9678;29152
8062;1;186;23626;13665;31351;4071
13665;1;187;8062;21241;37089;33668
21241;1;188;13665;13253;32453;25586
13253;1;189;21241;2734;29652;7327
2734;1;190;13253;17005;14908;13654
17005;1;191;2734;20314;20973;31689
20314;1;192;17005;24262;26960;27754
24262;1;193;20314;28298;38387;15245
28298;1;194;24262;135;4315;39525
135;1;195;28298;19353;10153;20903
19353;1;196;135;38508;27775;6739
38508;1;197;19353;11530;869;3781
11530;1;198;38508;29606;10637;2939
29606;1;199;11530;0;10120;17346
21353;2;0;0;31519;20659;17417
31519;2;1;21353;20658;37626;20963
20658;2;2;31519;835;20374;8585
835;2;3;20658;4872;1548;5263
4872;2;4;835;11120;21488;12827
11120;2;5;4872;28661;27023;3076
28661;2;6;11120;13088;19765;16525
13088;2;7;28661;12508;7829;502
12508;2;8;13088;36421;34361;16958
36421;2;9;12508;6647;34312;3343
6647;2;10;36421;11794;1129;33753
11794;2;11;6647;28230;3947;34636
28230;2;12;11794;36378;12205;24788
36378;2;13;28230;35199;495;4491
35199;2;14;36378;25417;22259;6752
25417;2;15;35199;12866;39635;9015
12866;2;16;25417;30504;32221;4580
30504;2;17;12866;364;38839;22072
364;2;18;30504;34191;10925;39166
34191;2;19;364;33585;18303;27783
33585;2;20;34191;1708;37974;12985
1708;2;21;33585;30017;15806;23995
30017;2;22;1708;23877;10366;38899
23877;2;23;30017;12549;24870;21048
12549;2;24;23877;10347;17892;32834
10347;2;25;12549;3084;29539;38217
3084;2;26;10347;20495;20758;28214
20495;2;27;3084;14095;29179;33089
14095;2;28;20495;36832;21322;14158
36832;2;29;14095;27375;2554;34271
27375;2;30;36832;31294;22734;5196
31294;2;31;27375;16356;32153;4100
16356;2;32;31294;9233;10094;21747
9233;2;33;16356;19376;17105;24758
19376;2;34;9233;9971;36234;1953
9971;2;35;19376;38930;17331;13155
38930;2;36;9971;26208;16578;5160
26208;2;37;38930;34397;3045;2803
34397;2;38;26208;30297;11201;4198
30297;2;39;34397;30133;35407;3124
30133;2;40;30297;1354;20067;21598
1354;2;41;30133;22569;19755;16824
22569;2;42;1354;17952;30926;18011
17952;2;43;22569;24889;9453;25334
24889;2;44;17952;7889;4918;21244
7889;2;45;24889;6408;3232;30146
6408;2;46;7889;31171;7940;39267
31171;2;47;6408;12162;25561;8933
12162;2;48;31171;7396;28333;19898
7396;2;49;12162;9422;9506;21128
9422;2;50;7396;34869;26068;28611
34869;2;51;9422;28958;15116;24781
28958;2;52;34869;12491;38729;38088
12491;2;53;28958;5987;14311;32811
5987;2;54;12491;32194;683;34837
32194;2;55;5987;27262;11020;23162
27262;2;56;32194;28484;7199;9775
28484;2;57;27262;20811;37402;35970
20811;2;58;28484;18633;20305;14697
18633;2;59;20811;33722;12891;8272
33722;2;60;18633;13241;12677;19496
13241;2;61;33722;20855;32706;21548
20855;2;62;13241;11219;24849;9439
11219;2;63;20855;3952;16596;10601
3952;2;64;11219;23182;7646;24014
23182;2;65;3952;18490;32185;11964
18490;2;66;23182;16730;13032;27574
16730;2;67;18490;38472;32606;26638
38472;2;68;16730;8924;7995;2061
8924;2;69;38472;10635;19998;898
10635;2;70;8924;33489;1116;34879
33489;2;71;10635;9398;39245;1491
9398;2;72;33489;37078;29508;21179
37078;2;73;9398;5941;29136;35813
5941;2;74;37078;11784;5789;37782
11784;2;75;5941;3646;27697;4842
3646;2;76;11784;13505;39564;31321
13505;2;77;3646;19502;27010;34560
19502;2;78;13505;5425;23430;19981
5425;2;79;19502;14751;11102;9395
14751;2;80;5425;6462;13822;7766
6462;2;81;14751;9345;24054;33799
9345;2;82;6462;5002;6150;3908
5002;2;83;9345;3288;22009;9590
3288;2;84;5002;4171;28165;10436
4171;2;85;3288;12355;587;25600
12355;2;86;4171;11133;29471;15507
11133;2;87;12355;35712;32;10599
35712;2;88;11133;7241;35290;23153
7241;2;89;35712;18466;5492;38831
18466;2;90;7241;12690;25155;8768
12690;2;91;18466;11185;3772;33544
11185;2;92;12690;24964;20589;13642
24964;2;93;11185;19588;13283;18005
19588;2;94;24964;37602;10509;25480
37602;2;95;19588;19839;28200;8844
19839;2;96;37602;33214;15585;3255
33214;2;97;19839;17874;24173;36650
17874;2;98;33214;20285;27901;36946
20285;2;99;17874;38703;5918;13011
38703;2;100;20285;6734;10243;29563
6734;2;101;38703;20071;11981;18339
20071;2;102;6734;10715;36863;28625
10715;2;103;20071;30995;29143;13889
30995;2;104;10715;33800;17794;37315
33800;2;105;30995;31038;9623;13950
31038;2;106;33800;3411;22149;13266
3411;2;107;31038;16506;12471;20809
16506;2;108;3411;21656;30701;38010
21656;2;109;16506;34326;15058;36363
34326;2;110;21656;7296;33995;952
7296;2;111;34326;18711;26176;9571
18711;2;112;7296;25644;29289;9350
25644;2;113;18711;31105;13518;12177
31105;2;114;25644;32721;487;9752
32721;2;115;31105;18122;18762;29329
18122;2;116;32721;6170;29330;32138
6170;2;117;18122;37208;14947;27806
37208;2;118;6170;805;14398;6776
805;2;119;37208;33539;5;11145
33539;2;120;805;19589;29916;368
19589;2;121;33539;30160;31107;2349
30160;2;122;19589;11187;11076;18247
11187;2;123;30160;1138;33905;25387
1138;2;124;11187;29744;9410;6201
29744;2;125;1138;14247;37729;337
14247;2;126;29744;4833;9342;37648
4833;2;127;14247;26307;20677;30662
26307;2;128;4833;3592;13692;26835
3592;2;129;26307;32396;2489;3477
32396;2;130;3592;7347;3785;36857
7347;2;131;32396;27176;23359;28439
27176;2;132;7347;5410;6015;20402
5410;2;133;27176;28840;34011;12490
28840;2;134;5410;3094;39765;10334
3094;2;135;28840;38044;21239;27512
38044;2;136;3094;3927;33802;17591
3927;2;137;38044;23760;15576;10890
23760;2;138;3927;27125;4517;24902
27125;2;139;23760;32553;39513;6957
32553;2;140;27125;30600;13658;20644
30600;2;141;32553;20094;15937;39737
20094;2;142;30600;17960;28545;39926
17960;2;143;20094;8659;6180;18149
8659;2;144;17960;31585;32053;1763
31585;2;145;8659;11819;157;1940
11819;2;146;31585;34173;7325;38421
34173;2;147;11819;37072;13821;22890
37072;2;148;34173;25287;14068;28335
25287;2;149;37072;7769;8146;13097
7769;2;150;25287;27058;31938;39700
27058;2;151;7769;2285;16587;20258
2285;2;152;27058;15635;33188;4908
15635;2;153;2285;15220;21742;39816
15220;2;154;15635;2889;26692;8071
2889;2;155;15220;37636;30539;2132
37636;2;156;2889;37701;4254;4234
37701;2;157;37636;31987;28112;6212
31987;2;158;37701;31871;33245;2886
31871;2;159;31987;1422;8496;14787
1422;2;160;31871;36516;863;6393
36516;2;161;1422;21336;35285;6421
21336;2;162;36516;32566;25167;1445
32566;2;163;21336;8276;8167;27022
8276;2;164;32566;22568;31675;1914
22568;2;165;8276;8017;38236;7767
8017;2;166;22568;26939;15497;9402
26939;2;167;8017;6931;36512;26542
6931;2;168;26939;12665;4637;35208
12665;2;169;6931;23033;29082;34188
23033;2;170;12665;36594;35635;37094
36594;2;171;23033;7021;11356;24564
7021;2;172;36594;4108;37393;22630
4108;2;173;7021;18390;8893;3250
18390;2;174;4108;21707;15342;14539
21707;2;175;18390;8238;24684;26073
8238;2;176;21707;32732;15565;39100
32732;2;177;8238;36771;37964;34705
36771;2;178;32732;6268;34778;26978
6268;2;179;36771;14609;20143;37794
14609;2;180;6268;9901;10951;24671
9901;2;181;14609;20526;32205;30739
20526;2;182;9901;10214;1811;4804
10214;2;183;20526;23159;2002;19384
23159;2;184;10214;29152;10248;32938
29152;2;185;23159;4071;23626;25853
4071;2;186;29152;33668;8062;3230
33668;2;187;4071;25586;13665;7335
25586;2;188;33668;7327;21241;13509
7327;2;189;25586;13654;13253;1608
13654;2;190;7327;31689;2734;37326
31689;2;191;13654;27754;17005;13368
27754;2;192;31689;15245;20314;35778
15245;2;193;27754;39525;24262;16775
39525;2;194;15245;20903;28298;5906
20903;2;195;39525;6739;135;15864
6739;2;196;20903;3781;19353;29736
3781;2;197;6739;2939;38508;16526
2939;2;198;3781;17346;11530;15197
17346;2;199;2939;0;29606;7541
17417;3;0;0;20963;21353;37285
20963;3;1;17417;8585;31519;1793
8585;3;2;20963;5263;20658;69
5263;3;3;8585;12827;835;1053
12827;3;4;5263;3076;4872;19169
3076;3;5;12827;16525;11120;2033
16525;3;6;3076;502;28661;24210
502;3;7;16525;16958;13088;39530
16958;3;8;502;3343;12508;10126
3343;3;9;16958;33753;36421;27136
33753;3;10;3343;34636;6647;8279
34636;3;11;33753;24788;11794;18375
24788;3;12;34636;4491;28230;39854
4491;3;13;24788;6752;36378;12165
6752;3;14;4491;9015;35199;18506
9015;3;15;6752;4580;25417;4456
4580;3;16;9015;22072;12866;3011
22072;3;17;4580;39166;30504;23527
39166;3;18;22072;27783;364;39516
27783;3;19;39166;12985;34191;19350
12985;3;20;27783;23995;33585;14369
23995;3;21;12985;38899;1708;3597
38899;3;22;23995;21048;30017;36706
21048;3;23;38899;32834;23877;29062
32834;3;24;21048;38217;12549;26088
38217;3;25;32834;28214;10347;1814
28214;3;26;38217;33089;3084;19456
33089;3;27;28214;14158;20495;31018
14158;3;28;33089;34271;14095;13530
34271;3;29;14158;5196;36832;2202
5196;3;30;34271;4100;27375;35734
4100;3;31;5196;21747;31294;21783
21747;3;32;4100;24758;16356;6230
24758;3;33;21747;1953;9233;24442
1953;3;34;24758;13155;19376;29248
13155;3;35;1953;5160;9971;877
5160;3;36;13155;2803;38930;27851
2803;3;37;5160;4198;26208;2790
4198;3;38;2803;3124;34397;8982
3124;3;39;4198;21598;30297;38981
21598;3;40;3124;16824;30133;15692
16824;3;41;21598;18011;1354;39909
18011;3;42;16824;25334;22569;8558
25334;3;43;18011;21244;17952;33749
21244;3;44;25334;30146;24889;38335
30146;3;45;21244;39267;7889;22952
39267;3;46;30146;8933;6408;4263
8933;3;47;39267;19898;31171;7831
19898;3;48;8933;21128;12162;32143
21128;3;49;19898;28611;7396;16109
28611;3;50;21128;24781;9422;6813
24781;3;51;28611;38088;34869;32349
38088;3;52;24781;32811;28958;31611
32811;3;53;38088;34837;12491;14747
34837;3;54;32811;23162;5987;32306
23162;3;55;34837;9775;32194;7979
9775;3;56;23162;35970;27262;7173
35970;3;57;9775;14697;28484;7075
14697;3;58;35970;8272;20811;3200
8272;3;59;14697;19496;18633;24285
19496;3;60;8272;21548;33722;8349
21548;3;61;19496;9439;13241;35743
9439;3;62;21548;10601;20855;11212
10601;3;63;9439;24014;11219;20926
24014;3;64;10601;11964;3952;7118
11964;3;65;24014;27574;23182;22826
27574;3;66;11964;26638;18490;20099
26638;3;67;27574;2061;16730;39340
2061;3;68;26638;898;38472;34333
898;3;69;2061;34879;8924;26518
34879;3;70;898;1491;10635;18238
1491;3;71;34879;21179;33489;57
21179;3;72;1491;35813;9398;11487
35813;3;73;21179;37782;37078;6736
37782;3;74;35813;4842;5941;10358
4842;3;75;37782;31321;11784;1530
31321;3;76;4842;34560;3646;1860
34560;3;77;31321;19981;13505;1046
19981;3;78;34560;9395;19502;2229
9395;3;79;19981;7766;5425;4330
7766;3;80;9395;33799;14751;11301
33799;3;81;7766;3908;6462;27233
3908;3;82;33799;9590;9345;26772
9590;3;83;3908;10436;5002;9259
10436;3;84;9590;25600;3288;25585
25600;3;85;10436;15507;4171;15351
15507;3;86;25600;10599;12355;20346
10599;3;87;15507;23153;11133;23241
23153;3;88;10599;38831;35712;10226
38831;3;89;23153;8768;7241;4563
8768;3;90;38831;33544;18466;15975
33544;3;91;8768;13642;12690;1735
13642;3;92;33544;18005;11185;32882
18005;3;93;13642;25480;24964;21543
25480;3;94;18005;8844;19588;7061
8844;3;95;25480;3255;37602;27557
3255;3;96;8844;36650;19839;6820
36650;3;97;3255;36946;33214;11469
36946;3;98;36650;13011;17874;31319
13011;3;99;36946;29563;20285;2173
29563;3;100;13011;18339;38703;8998
18339;3;101;29563;28625;6734;4891
28625;3;102;18339;13889;20071;6336
13889;3;103;28625;37315;10715;7197
37315;3;104;13889;13950;30995;38365
13950;3;105;37315;13266;33800;29172
13266;3;106;13950;20809;31038;34044
20809;3;107;13266;38010;3411;16475
38010;3;108;20809;36363;16506;9245
36363;3;109;38010;952;21656;24336
952;3;110;36363;9571;34326;15141
9571;3;111;952;9350;7296;15777
9350;3;112;9571;12177;18711;39729
12177;3;113;9350;9752;25644;27810
9752;3;114;12177;29329;31105;12328
29329;3;115;9752;32138;32721;34294
32138;3;116;29329;27806;18122;7386
27806;3;117;32138;6776;6170;12326
6776;3;118;27806;11145;37208;7953
11145;3;119;6776;368;805;33892
368;3;120;11145;2349;33539;19226
2349;3;121;368;18247;19589;14046
18247;3;122;2349;25387;30160;38072
25387;3;123;18247;6201;11187;36122
6201;3;124;25387;337;1138;1809
337;3;125;6201;37648;29744;25230
37648;3;126;337;30662;14247;5054
30662;3;127;37648;26835;4833;13451
26835;3;128;30662;3477;26307;38323
3477;3;129;26835;36857;3592;667
36857;3;130;3477;28439;32396;1379
28439;3;131;36857;20402;7347;35646
20402;3;132;28439;12490;27176;17766
12490;3;133;20402;10334;5410;16107
10334;3;134;12490;27512;28840;17070
27512;3;135;10334;17591;3094;26315
17591;3;136;27512;10890;38044;9472
10890;3;137;17591;24902;3927;12500
24902;3;138;10890;6957;23760;35750
6957;3;139;24902;20644;27125;18691
20644;3;140;6957;39737;32553;39799
39737;3;141;20644;39926;30600;7778
39926;3;142;39737;18149;20094;1929
18149;3;143;39926;1763;17960;34462
1763;3;144;18149;1940;8659;5703
1940;3;145;1763;38421;31585;2254
38421;3;146;1940;22890;11819;25419
22890;3;147;38421;28335;34173;2867
28335;3;148;22890;13097;37072;18377
13097;3;149;28335;39700;25287;26847
39700;3;150;13097;20258;7769;38485
