2;4;100;200;false;true;false
2;0;149;2;3;0;3
3;0;150;2;2;0;2
2;0;151;3;3;0;4
3;0;152;2;1;0;1
1;0;153;3;3;0;2
3;0;154;1;3;0;2
3;0;155;3;3;0;4
3;0;156;3;4;0;3
4;0;157;3;3;0;4
3;0;158;4;4;0;3
4;0;159;3;1;0;3
1;0;160;4;4;0;4
4;0;161;1;3;0;1
3;0;162;4;3;0;2
3;0;163;3;4;0;2
4;0;164;3;4;0;1
4;0;165;4;2;0;4
2;0;166;4;4;0;1
4;0;167;2;3;0;4
3;0;168;4;1;0;3
1;0;169;3;3;0;2
3;0;170;1;4;0;2
4;0;171;3;3;0;2
3;0;172;4;3;0;4
3;0;173;3;1;0;4
1;0;174;3;2;0;1
2;0;175;1;2;0;4
2;0;176;2;1;0;1
1;0;177;2;4;0;1
4;0;178;1;1;0;4
1;0;179;4;3;0;3
3;0;180;1;1;0;3
1;0;181;3;1;0;3
1;0;182;1;3;0;4
3;0;183;1;1;0;3
1;0;184;3;4;0;2
4;0;185;1;2;0;4
2;0;186;4;1;0;4
1;0;187;2;2;0;1
2;0;188;1;4;0;4
4;0;189;2;1;0;3
1;0;190;4;3;0;3
3;0;191;1;4;0;1
4;0;192;3;4;0;4
4;0;193;4;4;0;4
4;0;194;4;2;0;4
2;0;195;4;3;0;1
3;0;196;2;3;0;2
3;0;197;3;2;0;3
2;0;198;3;3;0;1
3;0;199;2;0;0;1
4;1;0;0;2;4;4
2;1;1;4;3;4;2
3;1;2;2;4;2;2
4;1;3;3;1;3;3
1;1;4;4;4;3;1
4;1;5;1;3;4;2
3;1;6;4;3;2;2
3;1;7;3;4;4;1
4;1;8;3;3;3;4
3;1;9;4;2;4;2
2;1;10;3;1;4;2
1;1;11;2;4;2;2
4;1;12;1;4;3;4
4;1;13;4;3;1;4
3;1;14;4;1;2;3
1;1;15;3;1;1;3
1;1;16;1;1;4;1
1;1;17;1;1;1;3
1;1;18;1;3;2;3
3;1;19;1;3;4;3
3;1;20;3;2;3;2
2;1;21;3;3;2;3
3;1;22;2;1;4;3
1;1;23;3;3;4;2
3;1;24;1;2;3;3
2;1;25;3;2;3;3
2;1;26;2;2;2;1
2;1;27;2;1;4;4
1;1;28;2;3;3;3
3;1;29;1;2;2;2
2;1;30;3;2;4;4
2;1;31;2;1;3;4
1;1;32;2;2;3;3
2;1;33;1;3;2;4
3;1;34;2;4;4;2
4;1;35;3;2;2;4
2;1;36;4;3;1;3
3;1;37;2;4;2;2
4;1;38;3;2;1;2
2;1;39;4;4;1;2
4;1;40;2;1;3;1
1;1;41;4;4;3;4
4;1;42;1;1;3;2
1;1;43;4;4;2;3
4;1;44;1;4;4;3
4;1;45;4;4;2;4
4;1;46;4;2;3;2
2;1;47;4;2;2;3
2;1;48;2;3;2;2
3;1;49;2;3;2;3
3;1;50;3;1;1;2
1;1;51;3;2;4;2
2;1;52;1;4;1;4
4;1;53;2;2;3;4
2;1;54;4;1;3;1
1;1;55;2;1;3;3
1;1;56;1;4;4;1
4;1;57;1;4;1;1
4;1;58;4;4;3;2
4;1;59;4;3;4;4
3;1;60;4;1;1;2
1;1;61;3;2;2;4
2;1;62;1;1;2;2
1;1;63;2;2;2;3
2;1;64;1;4;1;3
4;1;65;2;4;2;2
4;1;66;4;2;4;3
2;1;67;4;3;2;3
3;1;68;2;2;1;2
2;1;69;3;2;1;3
2;1;70;2;2;2;2
2;1;71;2;4;1;4
4;1;72;2;1;3;2
1;1;73;4;2;3;1
2;1;74;1;3;3;2
3;1;75;2;1;3;2
1;1;76;3;3;3;2
3;1;77;1;1;4;2
1;1;78;3;1;4;3
1;1;79;1;3;3;4
3;1;80;1;2;1;3
2;1;81;3;2;1;1
2;1;82;2;3;2;1
3;1;83;2;1;3;4
1;1;84;3;2;1;3
2;1;85;1;4;4;1
4;1;86;2;1;1;4
1;1;87;4;2;3;3
2;1;88;1;3;3;3
3;1;89;2;2;1;4
2;1;90;3;2;3;2
2;1;91;2;4;1;4
4;1;92;2;3;1;4
3;1;93;4;2;3;4
2;1;94;3;2;3;3
2;1;95;2;1;3;4
1;1;96;2;4;1;1
4;1;97;1;3;2;3
3;1;98;4;3;4;1
3;1;99;3;3;1;2
3;1;100;3;1;2;3
1;1;101;3;2;1;2
2;1;102;1;2;1;4
2;1;103;2;1;3;1
1;1;104;2;4;2;3
4;1;105;1;4;4;3
4;1;106;4;3;3;1
3;1;107;4;1;4;1
1;1;108;3;4;2;4
4;1;109;1;3;2;4
3;1;110;4;1;3;2
1;1;111;3;4;4;2
4;1;112;1;3;3;4
3;1;113;4;1;4;2
1;1;114;3;4;1;2
4;1;115;1;1;2;1
1;1;116;4;4;3;4
4;1;117;1;3;4;2
3;1;118;4;3;4;3
3;1;119;3;3;4;4
3;1;120;3;2;3;2
2;1;121;3;2;2;3
2;1;122;2;4;4;3
4;1;123;2;3;1;2
3;1;124;4;2;1;3
2;1;125;3;2;1;1
2;1;126;2;2;2;2
2;1;127;2;3;4;3
3;1;128;2;4;4;4
4;1;129;3;2;1;2
2;1;130;4;3;4;3
3;1;131;2;3;4;1
3;1;132;3;4;3;1
4;1;133;3;1;4;3
1;1;134;4;1;2;3
1;1;135;1;2;2;2
2;1;136;1;4;4;4
4;1;137;2;1;2;1
1;1;138;4;4;1;2
4;1;139;1;3;2;4
3;1;140;4;2;1;2
2;1;141;3;2;1;4
2;1;142;2;1;4;4
1;1;143;2;3;2;2
3;1;144;1;4;4;2
4;1;145;3;1;2;1
1;1;146;4;2;1;4
2;1;147;1;1;3;3
1;1;148;2;3;2;2
3;1;149;1;2;2;1
2;1;150;3;4;3;2
4;1;151;2;1;2;1
1;1;152;4;2;3;1
2;1;153;1;2;1;4
2;1;154;2;4;3;3
4;1;155;2;3;3;3
3;1;156;4;4;3;1
4;1;157;3;3;4;2
3;1;158;4;3;3;4
3;1;159;3;4;4;2
4;1;160;3;1;1;1
1;1;161;4;2;4;1
2;1;162;1;2;3;3
2;1;163;2;1;3;1
1;1;164;2;4;4;1
4;1;165;1;1;4;3
1;1;166;4;4;2;1
4;1;167;1;3;4;2
3;1;168;4;2;3;3
2;1;169;3;2;1;4
2;1;170;2;2;3;3
2;1;171;2;4;4;1
4;1;172;2;4;3;2
4;1;173;4;1;3;3
1;1;174;4;4;1;1
4;1;175;1;1;2;1
1;1;176;4;1;2;4
1;1;177;1;4;1;3
4;1;178;1;3;4;2
3;1;179;4;3;1;3
3;1;180;3;3;3;2
3;1;181;3;4;1;3
4;1;182;3;3;1;1
3;1;183;4;2;3;4
2;1;184;3;4;1;4
4;1;185;2;4;4;1
4;1;186;4;1;2;2
1;1;187;4;4;1;2
4;1;188;1;3;2;3
3;1;189;4;3;4;1
3;1;190;3;1;1;2
1;1;191;3;4;3;4
4;1;192;1;4;4;3
4;1;193;4;4;4;2
4;1;194;4;1;4;2
1;1;195;4;2;2;3
2;1;196;1;3;3;3
3;1;197;2;1;3;2
1;1;198;3;1;2;2
1;1;199;1;0;3;3
4;2;0;0;2;4;1
2;2;1;4;2;2;1
2;2;2;2;3;3;1
3;2;3;2;1;4;2
1;2;4;3;2;1;2
2;2;5;1;2;4;1
2;2;6;2;1;3;1
1;2;7;2;4;3;1
4;2;8;1;2;4;2
2;2;9;4;2;3;4
2;2;10;2;2;2;2
2;2;11;2;4;1;2
4;2;12;2;4;4;2
4;2;13;4;3;4;3
3;2;14;4;3;3;4
3;2;15;3;1;1;1
1;2;16;3;3;1;2
3;2;17;1;3;1;2
3;2;18;3;3;1;2
3;2;19;3;2;3;2
2;2;20;3;3;3;1
3;2;21;2;3;2;4
3;2;22;3;2;3;2
2;2;23;3;3;1;2
3;2;24;2;3;3;3
3;2;25;3;1;2;2
1;2;26;3;4;2;2
4;2;27;1;3;2;1
3;2;28;4;2;1;4
2;2;29;3;4;3;2
4;2;30;2;4;2;2
4;2;31;4;3;2;3
3;2;32;4;4;1;1
4;2;33;3;2;2;1
2;2;34;4;4;3;4
4;2;35;2;3;4;4
3;2;36;4;2;2;1
2;2;37;3;2;3;3
2;2;38;2;2;4;3
2;2;39;2;1;2;1
1;2;40;2;4;4;4
4;2;41;1;2;1;1
2;2;42;4;3;4;4
3;2;43;2;3;1;2
3;2;44;3;4;4;3
4;2;45;3;2;4;2
2;2;46;4;3;4;2
3;2;47;2;2;2;2
2;2;48;3;3;2;4
3;2;49;2;2;3;3
2;2;50;3;2;3;2
2;2;51;2;4;1;3
4;2;52;2;4;2;2
4;2;53;4;1;4;1
1;2;54;4;3;2;2
3;2;55;1;1;1;1
1;2;56;3;1;1;4
1;2;57;1;2;4;2
2;2;58;1;4;4;1
4;2;59;2;2;4;2
2;2;60;4;4;3;2
4;2;61;2;2;1;4
2;2;62;4;3;2;3
3;2;63;2;3;1;1
3;2;64;3;2;2;4
2;2;65;3;3;4;2
3;2;66;2;3;4;1
3;2;67;3;2;2;4
2;2;68;3;3;3;2
3;2;69;2;2;2;4
2;2;70;3;4;2;2
4;2;71;2;2;2;4
2;2;72;4;1;4;2
1;2;73;2;2;1;3
2;2;74;1;2;2;1
2;2;75;2;2;3;1
2;2;76;2;2;1;3
2;2;77;2;3;3;2
3;2;78;2;4;1;3
4;2;79;3;3;1;2
3;2;80;4;1;3;3
1;2;81;3;1;2;1
1;2;82;1;4;2;1
4;2;83;1;3;3;2
3;2;84;4;1;1;4
1;2;85;3;4;2;3
4;2;86;1;3;4;1
3;2;87;4;3;1;3
3;2;88;3;4;2;1
4;2;89;3;2;3;4
2;2;90;4;4;2;4
4;2;91;2;4;2;2
4;2;92;4;4;4;2
4;2;93;4;3;3;3
3;2;94;4;4;2;1
4;2;95;3;1;2;2
1;2;96;4;3;1;1
3;2;97;1;1;4;1
1;2;98;3;2;3;3
2;2;99;1;3;3;4
3;2;100;2;2;3;2
2;2;101;3;4;1;3
4;2;102;2;1;2;2
1;2;103;4;3;2;3
3;2;104;1;3;1;3
3;2;105;3;1;4;2
1;2;106;3;1;4;2
1;2;107;1;4;3;4
4;2;108;1;4;1;3
4;2;109;4;2;4;2
2;2;110;4;2;3;4
2;2;111;2;4;1;1
4;2;112;2;2;4;2
2;2;113;4;2;3;3
2;2;114;2;1;1;2
1;2;115;2;4;4;2
4;2;116;1;2;1;4
2;2;117;4;3;4;3
3;2;118;2;4;3;3
4;2;119;3;2;3;4
2;2;120;4;3;3;3
3;2;121;2;3;2;2
3;2;122;3;2;2;2
2;2;123;3;3;4;2
3;2;124;2;1;3;3
1;2;125;3;2;2;2
2;2;126;1;3;2;4
3;2;127;2;4;2;1
4;2;128;3;2;3;4
2;2;129;4;3;4;1
3;2;130;2;1;2;1
1;2;131;3;1;3;3
1;2;132;1;3;3;1
3;2;133;1;3;4;4
3;2;134;3;2;1;1
2;2;135;3;4;1;1
4;2;136;2;1;2;4
1;2;137;4;2;4;3
2;2;138;1;4;1;4
4;2;139;2;2;4;4
2;2;140;4;4;3;1
4;2;141;2;4;2;1
4;2;142;4;2;2;4
2;2;143;4;2;1;2
2;2;144;2;1;3;1
1;2;145;2;4;4;3
4;2;146;1;3;1;3
3;2;147;4;2;2;1
2;2;148;3;1;1;2
1;2;149;2;2;3;3
2;2;150;1;1;2;3
1;2;151;2;1;4;3
1;2;152;1;4;1;1
4;2;153;1;3;2;3
3;2;154;4;3;2;1
3;2;155;3;1;4;4
1;2;156;3;2;3;4
2;2;157;1;4;4;3
4;2;158;2;2;3;1
2;2;159;4;1;3;2
1;2;160;2;1;4;1
1;2;161;1;3;1;4
3;2;162;1;1;2;4
1;2;163;3;1;2;2
1;2;164;1;3;1;3
3;2;165;1;1;4;2
1;2;166;3;2;1;1
2;2;167;1;3;4;3
3;2;168;2;4;3;1
4;2;169;3;3;2;3
3;2;170;4;1;2;3
1;2;171;3;2;2;2
2;2;172;1;3;4;3
3;2;173;2;1;4;4
1;2;174;3;1;1;2
1;2;175;1;4;4;3
4;2;176;1;3;1;1
3;2;177;4;2;1;1
2;2;178;3;3;4;3
3;2;179;2;2;3;4
2;2;180;3;3;3;2
3;2;181;2;1;3;1
1;2;182;3;4;4;2
4;2;183;1;4;3;3
4;2;184;4;1;2;3
1;2;185;4;2;4;3
2;2;186;1;2;4;2
2;2;187;2;3;1;1
3;2;188;2;1;4;4
1;2;189;3;2;3;1
2;2;190;1;4;3;4
4;2;191;2;3;1;2
3;2;192;4;2;4;2
2;2;193;3;2;4;4
2;2;194;2;3;4;1
3;2;195;2;3;1;1
3;2;196;3;2;2;4
2;2;197;3;2;3;4
2;2;198;2;3;1;4
3;2;199;2;0;1;1
1;3;0;0;1;4;1
1;3;1;1;1;2;4
1;3;2;1;2;2;2
2;3;3;1;2;3;4
2;3;4;2;1;1;3
1;3;5;2;1;2;4
1;3;6;1;1;2;3
1;3;7;1;2;1;3
2;3;8;1;4;4;4
4;3;9;2;2;2;2
2;3;10;4;2;2;4
2;3;11;2;2;2;1
2;3;12;2;3;4;4
3;3;13;2;4;4;1
4;3;14;3;1;3;2
1;3;15;4;2;3;4
2;3;16;1;2;1;4
2;3;17;2;2;3;3
2;3;18;2;2;3;3
2;3;19;2;1;3;2
1;3;20;2;4;2;3
4;3;21;1;2;3;2
2;3;22;4;2;3;4
2;3;23;2;3;2;1
3;3;24;2;2;3;4
2;3;25;3;2;3;3
2;3;26;2;1;1;1
1;3;27;2;4;4;1
4;3;28;1;2;3;4
2;3;29;4;2;2;1
2;3;30;2;3;4;4
3;3;31;2;1;4;2
1;3;32;3;1;3;3
1;3;33;1;4;4;2
4;3;34;1;4;2;3
4;3;35;4;1;4;3
1;3;36;4;3;3;1
3;3;37;1;3;2;1
3;3;38;3;1;2;1
1;3;39;3;4;2;4
4;3;40;1;1;1;2
1;3;41;4;4;4;4
4;3;42;1;2;2;2
2;3;43;4;3;3;2
3;3;44;2;2;3;4
2;3;45;3;2;4;2
2;3;46;2;2;2;3
2;3;47;2;4;3;1
4;3;48;2;3;2;3
3;3;49;4;2;3;4
2;3;50;3;3;2;3
3;3;51;2;2;2;3
2;3;52;3;1;4;4
1;3;53;2;2;4;2
2;3;54;1;1;1;3
1;3;55;2;4;3;3
4;3;56;1;2;1;2
2;3;57;4;1;1;4
1;3;58;2;2;2;2
2;3;59;1;2;4;2
2;3;60;2;4;2;4
4;3;61;2;3;4;3
3;3;62;4;1;2;3
1;3;63;3;4;3;4
4;3;64;1;2;3;2
2;3;65;4;1;2;2
1;3;66;2;4;3;2
4;3;67;1;2;3;3
2;3;68;4;4;2;3
4;3;69;2;2;3;1
2;3;70;4;4;2;2
4;3;71;2;2;4;2
2;3;72;4;3;2;3
3;3;73;2;1;1;4
1;3;74;3;1;2;4
1;3;75;1;3;2;1
3;3;76;1;2;2;3
2;3;77;3;3;2;1
3;3;78;2;2;3;1
2;3;79;3;3;4;4
3;3;80;2;1;3;2
1;3;81;3;1;1;1
1;3;82;1;2;1;4
2;3;83;1;4;4;2
4;3;84;2;3;3;3
3;3;85;4;1;1;2
1;3;86;3;3;4;1
3;3;87;1;1;3;4
1;3;88;3;4;3;4
4;3;89;1;4;4;2
4;3;90;4;2;2;3
2;3;91;4;2;4;2
2;3;92;2;3;4;4
3;3;93;2;1;4;2
1;3;94;3;2;3;3
2;3;95;1;1;4;4
1;3;96;2;1;1;2
1;3;97;1;3;3;1
3;3;98;1;4;1;2
4;3;99;3;2;2;2
2;3;100;4;3;3;3
3;3;101;2;2;2;4
2;3;102;3;3;4;3
3;3;103;2;3;1;4
3;3;104;3;2;3;2
2;3;105;3;2;3;2
2;3;106;2;4;1;1
4;3;107;2;3;1;4
3;3;108;4;2;4;2
2;3;109;3;4;4;1
4;3;110;2;1;2;1
1;3;111;4;2;2;3
2;3;112;1;3;4;4
3;3;113;2;2;2;4
2;3;114;3;2;2;3
2;3;115;2;4;1;2
4;3;116;2;3;4;2
3;3;117;4;3;2;1
3;3;118;3;4;3;3
4;3;119;3;3;4;2
3;3;120;4;2;2;2
2;3;121;3;2;3;3
2;3;122;2;2;3;2
2;3;123;2;3;2;4
3;3;124;2;2;3;4
2;3;125;3;4;1;3
4;3;126;2;1;2;3
1;3;127;4;4;3;1
4;3;128;1;1;4;3
1;3;129;4;1;2;3
1;3;130;1;3;3;1
3;3;131;1;1;1;3
1;3;132;3;4;1;3
4;3;133;1;1;3;1
1;3;134;4;1;3;1
1;3;135;1;4;2;2
4;3;136;1;3;4;1
3;3;137;4;4;1;2
4;3;138;3;4;2;4
4;3;139;4;1;4;4
1;3;140;4;1;2;1
1;3;141;1;4;4;1
4;3;142;1;2;4;1
2;3;143;4;1;2;3
1;3;144;2;3;2;1
3;3;145;1;3;1;1
3;3;146;3;1;4;3
1;3;147;3;2;3;2
2;3;148;1;3;2;2
3;3;149;2;3;1;4
3;3;150;3;3;2;4
3;3;151;3;1;1;3
1;3;152;3;3;1;3
3;3;153;1;1;4;1
1;3;154;3;4;3;2
4;3;155;1;4;3;4
4;3;156;4;3;1;4
3;3;157;4;1;2;2
1;3;158;3;2;4;4
2;3;159;1;1;2;3
1;3;160;2;4;1;4
4;3;161;1;4;1;4
4;3;162;4;2;3;4
2;3;163;4;3;1;2
3;3;164;2;2;1;4
2;3;165;3;1;3;4
1;3;166;2;3;1;3
3;3;167;1;1;2;2
1;3;168;3;3;3;2
3;3;169;1;3;4;1
3;3;170;3;2;3;3
2;3;171;3;3;1;3
3;3;172;2;4;2;1
4;3;173;3;2;3;2
2;3;174;4;3;1;1
3;3;175;2;1;1;1
1;3;176;3;1;4;2
1;3;177;1;3;3;2
3;3;178;1;4;2;3
4;3;179;3;2;3;4
2;3;180;4;1;2;3
1;3;181;2;2;3;4
2;3;182;1;3;1;1
3;3;183;2;3;4;1
3;3;184;3;3;4;3
3;3;185;3;2;1;1
2;3;186;3;1;2;2
1;3;187;2;4;2;4
4;3;188;1;1;3;2
1;3;189;4;4;1;1
4;3;190;1;2;2;3
2;3;191;4;2;4;2
2;3;192;2;4;3;3
4;3;193;2;1;2;2
1;3;194;4;1;2;3
1;3;195;1;4;3;3
4;3;196;1;4;3;2
4;3;197;4;4;2;4
4;3;198;4;1;2;3
1;3;199;4;0;3;1
1;4;0;0;4;1;3
4;4;1;1;2;1;3
2;4;2;4;4;1;2
4;4;3;2;3;2;4
3;4;4;4;4;2;1
4;4;5;3;3;1;2
3;4;6;4;3;1;1
3;4;7;3;4;1;1
4;4;8;3;2;2;3
2;4;9;4;4;4;1
4;4;10;2;1;2;3
1;4;11;4;4;2;3
4;4;12;1;1;2;1
1;4;13;4;2;3;3
2;4;14;1;4;4;4
4;4;15;2;4;1;3
4;4;16;4;3;2;2
3;4;17;4;3;2;4
3;4;18;3;2;2;3
2;4;19;3;3;2;1
3;4;20;2;2;1;1
2;4;21;3;4;4;1
4;4;22;2;1;2;1
1;4;23;4;4;2;4
4;4;24;1;3;3;4
3;4;25;4;1;2;2
1;4;26;3;1;2;4
1;4;27;1;4;1;3
4;4;28;1;1;4;4
1;4;29;4;4;2;1
4;4;30;1;2;2;3
2;4;31;4;3;3;1
3;4;32;2;2;1;3
2;4;33;3;3;1;1
3;4;34;2;3;4;3
3;4;35;3;1;4;4
1;4;36;3;1;1;4
1;4;37;1;1;3;3
1;4;38;1;4;3;1
4;4;39;1;2;1;3
2;4;40;4;4;4;1
4;4;41;2;2;1;1
2;4;42;4;2;4;4
2;4;43;2;4;2;4
4;4;44;2;2;3;1
2;4;45;4;3;2;4
3;4;46;2;1;2;4
1;4;47;3;3;2;4
3;4;48;1;4;4;2
4;4;49;3;3;3;3
3;4;50;4;3;2;4
3;4;51;3;4;3;4
4;4;52;3;2;2;1
2;4;53;4;3;1;4
3;4;54;2;3;2;3
3;4;55;3;2;1;2
2;4;56;3;4;4;2
4;4;57;2;2;2;2
2;4;58;4;2;1;3
2;4;59;2;4;2;4
4;4;60;2;3;2;4
3;4;61;4;3;4;1
3;4;62;3;4;3;2
4;4;63;3;2;1;2
2;4;64;4;2;4;3
2;4;65;2;2;2;4
2;4;66;2;3;1;1
3;4;67;2;3;4;2
3;4;68;3;1;2;2
1;4;69;3;2;4;4
2;4;70;1;2;2;1
2;4;71;2;3;4;4
3;4;72;2;4;2;3
4;4;73;3;4;3;2
4;4;74;4;1;1;2
1;4;75;4;3;1;3
3;4;76;1;1;3;4
1;4;77;3;1;2;4
1;4;78;1;4;3;4
4;4;79;1;2;2;2
2;4;80;4;1;3;4
1;4;81;2;4;1;1
4;4;82;1;2;1;4
2;4;83;4;3;2;3
3;4;84;2;2;4;4
2;4;85;3;1;3;3
1;4;86;2;4;1;4
4;4;87;1;4;3;3
4;4;88;4;2;1;2
2;4;89;4;3;4;3
3;4;90;2;2;4;1
2;4;91;3;4;2;3
4;4;92;2;2;2;4
2;4;93;4;3;3;2
3;4;94;2;4;1;4
4;4;95;3;2;2;4
2;4;96;4;1;1;2
1;4;97;2;2;1;1
2;4;98;1;2;3;2
2;4;99;2;3;4;3
3;4;100;2;4;2;1
4;4;101;3;3;3;2
3;4;102;4;4;2;2
4;4;103;3;2;3;1
2;4;104;4;2;3;4
2;4;105;2;1;2;3
1;4;106;2;4;2;3
4;4;107;1;2;4;1
2;4;108;4;1;3;1
1;4;109;2;1;2;3
1;4;110;1;3;4;4
3;4;111;1;4;1;3
4;4;112;3;4;2;4
4;4;113;4;3;3;2
3;4;114;4;2;2;3
2;4;115;3;2;2;1
2;4;116;2;1;4;4
1;4;117;2;3;3;1
3;4;118;1;2;3;1
2;4;119;3;2;4;3
2;4;120;2;3;3;1
3;4;121;2;2;2;4
2;4;122;3;4;2;2
4;4;123;2;4;2;1
4;4;124;4;3;3;1
3;4;125;4;3;2;2
3;4;126;3;1;4;1
1;4;127;3;3;1;2
3;4;128;1;3;4;3
3;4;129;3;1;1;4
1;4;130;3;3;1;3
3;4;131;1;3;3;1
3;4;132;3;1;1;2
1;4;133;3;1;4;4
1;4;134;1;2;1;2
2;4;135;1;1;1;2
1;4;136;2;2;4;2
2;4;137;1;4;3;4
4;4;138;2;4;4;4
4;4;139;4;1;4;3
1;4;140;4;1;1;1
1;4;141;1;1;1;4
1;4;142;1;3;4;3
3;4;143;1;1;2;2
1;4;144;3;1;1;4
1;4;145;1;3;3;3
3;4;146;1;2;3;3
2;4;147;3;2;1;2
2;4;148;2;4;2;2
4;4;149;2;4;3;4
4;4;150;4;3;3;4
3;4;151;4;3;3;1
3;4;152;3;1;1;3
1;4;153;3;2;3;2
2;4;154;1;4;1;1
4;4;155;2;4;4;4
4;4;156;4;2;4;1
2;4;157;4;4;3;1
4;4;158;2;3;1;3
3;4;159;4;4;2;2
4;4;160;3;4;1;3
4;4;161;4;4;4;1
4;4;162;4;2;4;3
2;4;163;4;4;2;3
4;4;164;2;4;3;3
4;4;165;4;3;2;1
3;4;166;4;2;1;3
2;4;167;3;2;3;4
2;4;168;2;1;1;1
1;4;169;2;3;3;1
3;4;170;1;3;3;3
3;4;171;3;1;2;3
1;4;172;3;2;3;3
2;4;173;1;1;4;2
1;4;174;2;1;2;4
1;4;175;1;2;3;4
2;4;176;1;2;1;2
2;4;177;2;3;1;3
3;4;178;2;4;3;3
4;4;179;3;3;4;3
3;4;180;4;4;2;2
4;4;181;3;1;1;4
1;4;182;4;1;2;1
1;4;183;1;3;3;2
3;4;184;1;1;3;1
1;4;185;3;2;3;2
2;4;186;1;4;2;1
4;4;187;2;2;1;1
2;4;188;4;1;4;1
1;4;189;2;3;1;3
3;4;190;1;2;4;4
2;4;191;3;3;2;2
3;4;192;2;2;2;2
2;4;193;3;3;4;3
3;4;194;2;3;1;2
3;4;195;3;2;1;2
2;4;196;3;4;4;2
4;4;197;2;3;4;2
